mjd,band,flux,fluxerr,detected_bool
59582.3282,u,1.118535,2.741169,0
59583.2409,u,-1.265452,2.41815,0
59584.2432,u,0.819741,2.446378,0
59585.2363,u,5.602447,2.810597,0
59586.2371,u,5.766439,3.227259,0
59588.219,r,1.39809,1.132806,0
59588.2266,g,0.583908,0.980511,0
59588.2343,i,-2.022478,1.525762,0
59588.2452,z,0.68386,2.178061,0
59588.2562,Y,0.17882,5.761698,0
59591.2092,r,1.823608,1.86458,0
59591.2168,g,-1.051434,2.007126,0
59591.2244,i,1.841119,2.006423,0
59591.2353,z,1.056683,2.824849,0
59591.2463,Y,0.873504,5.841257,0
59594.2644,r,-2.258759,2.169477,0
59594.272,g,3.81134,2.928738,0
59594.2796,i,1.612121,2.48422,0
59594.2905,z,7.152201,2.952966,0
59594.3015,Y,-8.190248,6.98539,0
59618.1948,r,6.007558,1.041529,0
59618.2024,g,1.234407,1.131445,0
59618.2101,i,26.674324,1.836399,0
59618.221,z,44.810863,2.841494,1
59618.232,Y,57.00145,6.550181,1
59621.1291,r,6.076811,2.464198,0
59621.1367,g,-4.858764,3.097832,0
59621.1443,i,23.116711,2.701873,1
59621.1553,z,38.699413,2.829456,1
59621.1662,Y,39.473324,5.823218,1
59645.1015,u,0.305293,2.652009,0
59646.0655,r,2.375383,1.600187,0
59646.0731,g,-0.790569,1.548135,0
59646.0808,i,0.36007,2.461342,0
59646.0917,z,9.249925,3.973291,0
59646.1026,Y,10.319915,8.824206,0
