objid,objclass,timetaken,a_u,beta_u,t0_u,gamma_u,t_fall_u,t_rise_u,a_g,beta_g,t0_g,gamma_g,t_fall_g,t_rise_g,a_r,beta_r,t0_r,gamma_r,t_fall_r,t_rise_r,a_i,beta_i,t0_i,gamma_i,t_fall_i,t_rise_i,a_z,beta_z,t0_z,gamma_z,t_fall_z,t_rise_z,a_Y,beta_Y,t0_Y,gamma_Y,t_fall_Y,t_rise_Y
87674,SNIa-91bg,0.021987756093343098,0.41872500000000007,1.128313539954211e-19,7.4059488349766385,1.0000730351995202,50.0,1.0000000004701701,9.249479383504765,0.9999999999999499,31.61148884054387,9.483469242987866,87.33849153302117,2.2487753139781685,1.0630264171582726,0.9904383812172614,40.164140555740005,15.827056297419443,3.7473540475336025,10.745391102390572,2.4350964144253524,0.6122804024985673,-0.4302614729498333,1.0003419095935095,99.99999999987064,38.35276810069848,1.0955074655114534,0.999990122714268,-35.85064956378599,1.0003377451940425,1.0001218872773583,99.99925148909402,4.430039333333334,4.2808429053596713e-14,107.55329999999954,99.17779082817135,13.128344528260339,99.99999999894993
72292,TDE,0.025009314219156902,32.403078122626255,1.4029794448689104e-13,7.405950000005939,22.51484408330893,99.24100778061725,23.68347058912238,18.33076989059269,5.888994687097162e-17,44.08284858057944,63.59994374214965,50.0,6.750399737870887,15.716383103787754,7.352554704294946e-11,46.870743102927285,99.9901692848123,47.622011982248715,7.54363681070502,28.75676272384337,0.9920452292397077,65.67859422846544,15.546861261312374,49.85778812989061,7.940780916920356,10.154994354810617,1.723990864156294e-05,47.18456255237343,99.9925735517121,23.064166320676478,7.831631690979114,44.116403999831185,0.06485963759901435,73.66025584581429,88.35691298233289,50.0,2.7653249910320463
180621,SNIa-91bg,0.03983942667643229,12.30141891558773,7.729407931088097e-24,5.669666894550307,4.5516150264413655,50.0,1.0000000000219311,0.8712432857903417,0.8373964528446631,34.049950705259384,37.88633407688006,25.964471592892618,1.0000028247228059,0.9283137176310052,0.013060255012922545,106.4952784078911,1.9910282979163085,82.26635643003945,1.0827672318198331,2.5464037866959006,3.121453372730932e-13,47.38192140197892,8.608991664565634,41.41381584097386,13.811984811607397,1.2925340624615211,0.9978981990877662,25.471992547951483,40.30190183536758,4.088720081901894,87.00068628330249,9.884915543561991,0.09430040532299183,11.286109609689165,18.58059109468454,1.691909631171299,99.53532948174137
293369,SNII,0.02693021297454834,0.7049004715284256,0.4693882850405922,-0.24655703743925322,1.1422570511294683,14.58336882451656,2.3181731266454024,0.24606831001301085,0.9992145779963562,39.73006786978165,4.024246979223215,1.0111667261173929,27.63332065362086,1.8742929608190393,0.9999999816436317,47.24484989509242,24.457251685280593,37.38588589854063,3.1851737942215586,3.961604043903197,0.08923103171587173,-1.7050901654761244,13.576090448515856,13.803246407847125,49.13805530257654,5.210549076750025,0.1671760765994719,-16.346406557571616,16.34647083149105,1.0001703669012267,84.57815329978526,15.264449589844657,8.056609874762442e-13,21.724790176101067,1.0000000000076994,1.0000000000000002,27.525950443899138
45760,SNIbc,0.01623404026031494,0.6212676707624204,2.3199150786235633e-16,7.405949946409521,99.19317619265875,50.0,1.0000000000000002,0.3487433247333125,0.7358108377832895,-3.1686683375131635,3.168599621909652,11.591450865756983,17.947276869319648,1.4417281378564912,0.012293372487555234,5.698121173674956,6.172929977389158,10.998506587689059,3.913974415523038,4.214210749113516,0.9999999995551103,-2.065897154100822,4.952912342823795,1.932128403324914,87.85516352061147,1.459616333333751,0.9999999999993658,-35.851099964200095,1.0000002496019673,1.000004724884116,99.99999992183919,2.939299282550122,0.9130499044978285,-9.508010329409238,9.50696031593226,96.52173998196147,58.06497413102037
281685,TDE,0.017042875289916992,9.948707185906601,0.27182689615113576,-0.38544288543957317,2.2769433307194613,50.22204121693154,44.94570608831827,17.350372277374763,0.4009698567448493,9.86473176133084,17.10246808475422,44.10961259331366,52.45270474811149,13.69168916298149,0.0003602050862392278,-1.465201887303181,10.498901938713098,28.962834310865723,48.74265711121013,8.715709688874115,6.0117907740996945e-06,4.419793099921326,7.451221602438875,28.679803320196804,30.649956121169765,7.092490846637785,2.860668889433916e-06,0.6114377624921624,11.259674931793413,62.3914665384577,39.7272039497335,4.814003086729688,3.8393023619437525e-07,107.54156589181395,58.76061539623569,27.559319719795273,1.0065733220403197
254624,SNIa,0.02661144733428955,11.680071847801507,8.906118775146243e-05,15.479175880295006,15.033476209519918,1.0000082901828589,6.455398273077259,4.457324427128361,0.8067584565813581,-13.085814762299588,41.07583088803444,1.0000000010192092,99.97164667280387,15.391339698318411,0.02560286392657857,2.588435798445418,23.621151797111754,1.0000171664510633,2.6704255500999428,23.145675310614543,0.22079291960970715,26.937601783072637,1.052493452642148,10.447459704797755,13.257869612472952,22.05786635176155,0.012046294064411704,-2.528572443927149,28.748550559303855,18.10023797615319,1.810601219087542,36.11448367707047,0.014127884002734415,2.371417135725648,10.487084802936794,24.65460015927094,1.7175650649494563
222755,SLSN-I,0.026487231254577637,4.905963363618154,0.040969780436041374,62.707441359207095,62.844483889121506,50.0,1.2120346038269336,14.155450672236457,3.0200823532744496e-09,61.531059247953316,95.09342466002573,50.0,1.0002124400743926,12.744308999982934,1.2382971235369955e-11,33.67319157297401,12.430662728834408,10.110450439747982,1.0000000000000002,17.714987597227264,1.0508420899652688e-12,91.24455000000306,91.17746257355758,60.090546895373514,34.1400424360187,19.839088237644205,0.9999715830627909,50.63544636333837,12.62122628574463,43.49783457421831,1.0000109249744795,28.204838659797538,9.98070564976092e-11,61.591713646907806,41.370713378611725,50.0,1.000000000084049
74537,SNIax,0.02764284610748291,5.329436997323685,0.00021188153892657665,84.58871792050701,93.72164195798398,75.47161292082205,30.460022296880314,6.920450911668332,0.43578467019569855,-7.716332183974421,10.70653246490699,1.9972685584225705,96.88119934517731,19.735861648120654,5.32222806873952e-08,-0.03853434838422327,26.69935650960765,1.0000000000000002,10.364811282957813,36.98228014238027,1.2967957130069546e-10,8.575071447519237,1.0000059600609272,10.058143796712713,10.189017156219396,32.24648676078687,0.043640817890946225,-30.41489662853466,20.515639665570458,43.66641002586393,99.99999828968376,55.36851862927616,0.7499328761624425,6.744512218665219,26.165501394836504,49.94617625498603,1.0000000000000002
3373,SNIa-91bg,0.02756631374359131,3.867357924966119,0.9999999995576263,3.274313292233368,1.000000000000641,2.1167898360038775,1.0000000000004188,0.46836234127537135,0.9741482762805712,73.42239734351307,37.07587301288556,50.0,4.985997376463195,0.48751793924527603,0.2888119493796743,16.870512452236213,39.88038835181762,1.6418736401447451,89.81423441027117,3.587300999424116,7.115272136729974e-09,63.39484471757223,88.5487698071774,50.0,1.0000000013357766,1.9157455326258082,0.9994649811928895,-31.3250053834893,1.0000000000000535,1.0455071761106778,99.95435290696547,29.20610699946517,4.462507241033559e-10,61.399235050165174,81.5551203584355,50.0,1.000000000038452
