objid,objclass,timetaken,a_u,b_u,t0_u,tfall_u,trise_u,a_g,b_g,t0_g,tfall_g,trise_g,a_r,b_r,t0_r,tfall_r,trise_r,a_i,b_i,t0_i,tfall_i,trise_i,a_z,b_z,t0_z,tfall_z,trise_z,a_Y,b_Y,t0_Y,tfall_Y,trise_Y
87674,SNIa-91bg,0.04191434383392334,8.914790394751954,-2.3566357374070037,1.930131531647172,1.188985203341708,0.05223766257026846,20.699561980169225,-0.15828591283345184,35.541343537570214,1.289388386749368,0.9333129145368794,21.379322689813197,-0.4178711566012082,41.82818337951575,0.8706938652574315,0.17847409705942088,10.581086674380288,0.4285506795346263,15.860896207014616,4.971552016626923,0.2281108815392948,0.3799718576802901,-0.7278607670086403,20.14328299178188,6.75474268836,0.5566814563817604,70.25615129075467,-0.35485408578849714,41.883384363810414,1.142158067691231,0.2495097011791401
72292,TDE,0.030947248140970867,108.45559092277438,14.037019972418507,5.182971876824842,20.910848800380208,0.0661887400277375,18.449273490967904,-0.09160742782925643,44.03528161493096,19165902.75060665,6.845624438075939,16.801846886266542,-0.8697667328027354,46.114973154777225,17630060.766866796,8.280896965806065,28.48524291310858,0.061189144117166014,63.909399375015944,12.396661985129825,5.637161788262022,28.631119798184248,-17.765035457014946,72.44842786094232,0.20401270323091142,0.20361353732994275,29.672983911807652,1.4955144281648631,71.61603616559562,0.3283810547698727,0.2713015850993839
180621,SNIa-91bg,0.03138228257497152,4.025763366942763,0.5778234340321023,3.8816094266319636,7.89924081461702,0.05479861973541442,9.261670624465749,-0.13716791617729732,38.39102405532928,1.2002967288747861,0.2624368371027733,53.381775104820974,-0.5902467916331915,67.65318184860428,0.22714879210719705,0.17030653514822577,7.948989776270572,0.04814692239765409,45.89117895989646,12.444742406598364,1.4955580654388843,3.380388778644869,-1.8965486318330222,56.389274756937844,0.42615153643274506,0.42478564559247356,6.744385624797887,-1.5324970476589783,37.66973500279243,0.1321307340517923,0.132099832187385
293369,SNII,0.016381223996480305,4.481149673335574,-0.8326290696148967,3.87306767913619,0.06448931156391997,0.06216971779595877,10.540839015512551,0.06703376483026834,40.038812494079394,0.2220902263633618,0.17241948585798617,2.9181378816496784,-0.32755292227500077,46.33257259734713,13.04419059737279,2.479906725433103,11.177599842025277,0.12919148333681432,26.094543776859496,0.22110464917090233,0.2171371006876611,5.589266496499686,-2.2024174090883046,50.21952156189652,0.39751420757302375,0.3924490543706091,9.943418804406733,-1.0800213502199674,26.765671735394424,0.11938562747766243,0.11910217366692318
45760,SNIbc,0.05261703332265218,3.6340019598251234,-0.8378602981401451,3.8634885614789534,0.14877523801925027,0.015756336759331496,2.4011241548770985,-0.5437241615015207,4.247312063517898,13.300115468605766,2.4960053457579945,2.1787344463374847,-0.021373707064071323,9.305904326521981,10.64988071607849,3.289518547330207,6.097687173083819,-0.6382630345126946,37.90703919289276,3.973842963405185,1.009665146864421,10.351067100262378,-0.45576455383674447,8.051821630425257,1.3073678190688136,0.21605727075585793,22.402646491738395,-1.4295719832673552,41.72682215469695,1.8192871272962257,0.8427461795941208
281685,TDE,0.02108915646870931,4.69024633771575,3.4490500346563877,0.8816254719850001,0.05436733337570879,0.049412278396503924,11.902706933058182,2.2517879731409085,-1.4925457383440774,26.82840138110375,2.9118928154796615,10.643653478076775,-0.5134971387261249,-0.48822847304714356,39.29916684941907,0.5682153009511789,8.778811823209537,-1.4337062382849757,-4.544086948514831,56.80290469271426,6.372456178542718,4.955736143608778,2.683494258920655,7.893193127224488,8.891129128108124,0.6944282131421965,32.784764003395836,-1.202814850928788,53.54442935594379,3.3010382831536433,0.19374414330682682
254624,SNIa,0.07051106293996175,13.09146477316866,-11.795295771899665,57.2254958275372,0.6322736897267044,0.6322736897267043,13.531580126922435,-0.14289984712953638,-37.38839999186871,20.943851030794498,20.943848375003217,707.1516003524966,0.4643264083011237,21.657128034112766,1.0850773054873692,0.8597328556985246,39.1955585260007,-3.0264419383532895,-1.8918407714868537,25.857323672696488,6.0473466895921115,59.23052459588955,2.3786523334984055,16.575403364008768,10.628471128577626,5.796192596312701,203624.17965216396,4.972992571480418,17.55696110495684,1.1049020497227646,0.6436128292226024
222755,SLSN-I,0.016675949096679688,6.008481093326434,-0.7531870964958122,62.07163813768102,11.26039586513453,2.183202900432677,10.360337801022586,0.16061710422878986,60.9826973158974,6.3161545917517765,0.5387660584152182,31.43099715056252,-0.5551060920919022,35.1328624539903,11.745179445928807,1.150172075635419,10.287315416375455,1.7458685044644229,60.75138819185978,5.735415340599572,1.2886432615647672,13.289420237409926,-2.366137155225548,60.80534722166541,0.17314638150986478,0.17106844155539305,20.30389250131363,-3.6429592366041392,60.689570607048545,1.1787404903157896,0.14570490864941332
74537,SNIax,0.0297465721766154,2.4598846356107984,0.3344585324314715,38.26039877230672,44.69810841112749,2.2526695758073827,5.629997566867686,-2.1153107366825887,-0.19659856081407953,19.83472186159836,0.18359699961085055,33.37175095633282,0.053860932225271316,29.208401042282997,0.19539318130970762,0.1938111496558618,31.654639875041337,-1.3929286826933611,3.527698312124923,15.722647753075186,4.484851928614158,43.96406366701431,5.750173487610392,-17.900957057445634,13.26799604909081,13.26799604717769,47.58192266416761,5.169171176290773,6.1987064512956005,17.406792963198814,0.1681260297262149
3373,SNIa-91bg,0.11307378609975179,32.29470986285772,-0.392924748633436,2.8289146827223557,0.1037866175171483,0.07360678455416532,2.784447577361376,-0.8987347087826665,54.84803521193028,6.569751771650978,2.8393420664447726,68.1526900509537,-0.025137104234812753,20.503500845703044,2.190370634782881,0.16232875373448516,10.319953324083396,-0.878614257295242,60.13990757851401,1.5841853051691348,0.17064542271471062,4.298995384933084,-4.140994274084108,10.398529347509633,139.78378421662566,1.8190599094662205,23.937313377600443,-0.7699068401297379,58.69880655322108,2.430391509617892,0.281227212667519
