objid,objclass,timetaken,tm_u,r_u,d_u,Fm_u,b_u,tm_g,r_g,d_g,Fm_g,b_g,tm_r,r_r,d_r,Fm_r,b_r,tm_i,r_i,d_i,Fm_i,b_i,tm_z,r_z,d_z,Fm_z,b_z,tm_Y,r_Y,d_Y,Fm_Y,b_Y
290499,SNIax,0.05962767601013184,2.4305387528139395,3.7741145005965837,21228.78601776095,6.602215524971614,-2.2170870516181855,25.447421136642074,16.408624217879883,387.1144921888776,87.93801716067077,0.25757145764191225,82.65655108156842,116.23596503711163,300.84843292477916,54.74875978023192,-0.09119071069290897,1.983638572003135,12.529151579950762,30.000000000478963,2.9095258633758174,-0.5988454490967542,45.91446630924596,133.00637088428405,225.35447760138368,27.87464450543177,-0.7262410114753948,,,,,
281580,SNIax,0.14553749561309814,4.142802957124844,53.95634652352435,30.638860733760872,5.664925533035172,-0.5146625048059055,82.68419673329056,119.19329415257731,374.62594184004996,70.7675645242501,-0.22031845535516278,,,,,,88.37104529095711,72.20303404150637,43.70199330035656,1.8854351811877619,-0.5988082161046608,,,,,,16.796994003150193,15.672400824959587,43.652948662823526,19.227162187425737,-0.06148894402862899
201455,TDE,0.030957579612731934,23.443832567896052,30.010982639067016,30.036598271763154,2.8364989149779527,-0.8277321042510722,78.7943777914701,395.1899435723785,80.58123633473178,-64.41353725538971,0.1070050780965025,75.52734511740933,301.40495433882796,83.27913021947575,11.76660432488862,-0.2490792616035269,79.02368157308807,373.5213392924748,19.312506206740757,-54.65997407035121,-1.008886153431296,29.096331068330823,76.4752346301314,171.49780888833135,34.48009664987774,-1.0067246120313937,2.9902014291933594,30.008294801278037,30.39131755702413,11.158600735579979,-4.134355683046875
168597,AGN,0.1472987731297811,61.472027401187674,75.88159138733575,647927.4869033624,6.958470145155431,3.7001860059689675,76.32100249191085,380.84333455184475,25.729050647260724,128.64880668829517,2.7023569866546318,121.35271284223687,23.394778996955512,0.007889921814752203,13.365950074069486,3.3718887011605974,75.62371789733987,407.0351747344279,5.73019554262484,12.125334213640125,2.280136984133473,81.01566604570584,226.34302467131042,296.7664985655252,37013128.225845136,2.708988985737564,84.69669675431962,156.17048126321572,159.33515282238517,34.60523470349026,4.481367768039099
254624,SNIa,0.009236764907836915,40.253483396176335,29.36382878216568,7.3789334973401,-17.071472482517624,1.3170169257518447,,,,,,3.0344745764441976,73.32571850193347,30.000000000201265,7.456962032644623,0.8764177374342743,3.0340134846308073,76.51326763431237,30.000000000013443,16.013076077378845,3.4222718126884137,3.022664177577551,16.523217712753492,30.00000000000117,14.445661033868575,6.609255850952053,3.0354704541552424,16.90112152204707,29.999999999979412,15.516796702858306,5.965816533511972
163658,SNIa-91bg,0.02097764015197754,,,,,,57.00792366472962,121.63276332357322,4.454129274746166,5.5188993656550975,-0.1346591355885609,68.11019187753558,7.30454414687678,23060.33108005077,18.671260117142637,-1.8354666296971784,70.40534031472438,7.801872180217312,30.968956996479868,42.94346473028334,-1.2383564168087875,67.69230389372534,18.962943208312282,3.346013144574841,67.82224807769731,0.0723677332442407,66.0411987089705,38.787689043559624,2.083837193775976,98.63031948700714,-5.213925360040595
126742,SNIax,0.028581976890563965,67.41374529261174,23.081436172960554,12.88699821443806,7.777091363175094,-1.5466365570645106,35.31992285629691,23.58787028561625,3.9214606977621265,8.015471796714586,-1.1320174493386508,31.10105104897808,142.512338865786,1.0994068254389058,3.6554198093981234,-1.525577697180609,32.90576663043157,50.2538823499151,40.80024998134137,5.463465985823155,-0.5592090838126966,31.712474810903185,25.967274381190933,31.077907379990428,7.031580449096544,-0.9243434778018729,33.83534145544084,148.35296134142786,13.055120284229831,58.77682711715463,-4.105318734744404
148637,SNIa-91bg,0.04384670257568359,2.8733688869180827,50.06818943064601,51.92041752898194,6.6106145965836145,-0.14805015341760694,,,,,,20.39163127189763,21.18426943437733,1.122126301085404,5.374583270817267,-1.396359109940251,64.471997711417,247.45928683540865,12.27580401264491,54.30203404672038,-0.8206153234098769,18.143753988989108,24.264322629778345,42.081840447889505,10.1429541742868,1.0264709718934413,19.658176809886136,11.246803930012748,1.7157762561692333,10.621648445040378,-3.0300352269609747
177469,SNIax,0.1209034522374471,3.895332396614509,15.018338719208423,91.5699526612568,5.260118890597173,-0.30897101950474554,3.0348446057142144,33.28481882027943,72.28769359215164,3.5394856050387746,-0.0034733848245233445,3.034577553772858,72.7428057073811,29.99999999975546,4.537096821661686,-0.3036577441144385,58.91400451722194,135.1067362733058,13.760706798743087,5.101535823813274,-0.550724994349893,52.49422946409795,30.8312161113507,592.0478150635169,99.38156744842543,0.07767445408016818,72.86119919065835,71.04967152859447,111.30422413433892,14.245817361763137,-1.0652975537938931
232342,SNII,0.020810031890869142,,,,,,28.435394175082983,100.48600805128001,152.8580810697804,12.948963645433171,-0.19444709838353746,48.82978355506019,59.61508454538352,127.78086201787514,10.224716112909956,-0.9217745564508848,48.805898000513935,51.93840124423127,130.84306668742408,4.62517612641436,-0.27224772970350347,1.9904817954902292,12.837184855983583,29.99999999997901,5.206760946492112,0.37794797936138075,52.13998884681334,230.55582676762478,18.529314133673253,22.42583178660269,0.07235065883229151
207132,SNIax,0.044821699460347496,71.37337902488284,45.44845071964662,18612.58403548925,5954.034067014779,-0.3216143014603065,51.501605347757256,12.35741830812105,5.317154970525637,2.935025779820195,-0.49892801565325384,55.85954326844247,6.103966539535275,9.171302615360721,7.812100737917753,-0.31574716402218406,63.57609028294377,4.98915890720099,34.96318985303558,10.223022442300397,-0.5813389530791726,68.01469660071223,3.6386013682271114,1375.1243185623657,12.868576454648926,-1.825314887746127,54.4603838375554,29.350138438716794,2.747222873419091,11.610393329467932,2.801896960299176
74982,TDE,0.036670843760172524,14.933597538396219,72.27478535769787,31.916748546757464,1.7486637223162775,-1.1288862602375236,30.32493077070981,134.70913331608304,85.49988273900094,7.199334232080092,0.24181586820891107,89.13438779428196,72.4638242325055,61.089638397939595,8.820107621368816,-0.11289667703206899,2.071497075907839,28.895265200846815,29.972113430351286,3.0025132671908983,0.8463146371133726,8.684277986980984,36.01281938681985,53.241830533861766,7.429038287871262,-0.34511029275791283,55.55379281068154,77.47082996622184,92.48014782540722,13.248458840177582,1.8912066236823564
209780,AGN,0.03009772300720215,44.31595308535769,6.370332414468768,1791.7828983463594,45.78018703555767,-7.119591167660975,57.598765117371045,5.4096120565307535,85.31404128148743,15.692783335158916,-7.510017525754496,58.38155650580504,4.462218838031224,300.5256152733488,15.649532095808642,-8.480491758530642,58.30305844808094,4.534536378170143,18947.53633244095,17.408854304590744,-9.452902279227354,58.61824261849149,3.8211516801344882,36785.07025650139,22.45473200884603,-13.222050100382123,54.33708452775047,8.509260883700884,6.848213995456663,18.182004315116473,-11.322539647720054
145074,SNIa,0.09907069206237792,,,,,,84.9436712671354,50.88368718441302,0.03433420220747568,4.001938101692452,-0.0051833763799674915,39.034926938206695,125.09945090795384,52.16152762717157,965930406.3131133,0.4873470236150729,79.03860077023202,378.82880933823355,16.213652703429506,59.86551267844337,0.9042057243918736,45.70579084684728,7.1922818612216215,31.53152225343747,23.085878203570562,-1.9049549744971686,56.61625323925575,111.37565032081602,319.4488633386424,217.6352497906066,-1.2749738087546554
273648,AGN,0.011037349700927734,78.23811494649871,22.022530873534137,30.517753014520945,-39.24666030972691,-30.511906803458544,6.049623296083674,69.25455011178201,30.00207676608958,3.2332065790956084,-28.363884861683154,6.065531356894784,89.52817830660301,30.13662322854779,4.312924858654274,-33.22417919625191,6.062094955050155,85.70426991271025,30.078050594405706,6.726963218224826,-32.24722346841534,3.184076282985365,43.280122732750705,96.34949702968099,46.78532658249327,-27.015043371536088,73.58214643642992,103.67122762625984,20.190517710823276,13.65223631936411,-26.46398045052831
117415,SNIbc,0.044891357421875,,,,,,58.34084384154479,119.87588678456581,289.01502478397265,25.26930962348885,-0.13727486642429418,21.42837366910105,81.30858113713155,15.4052844384931,301.1400792174352,-0.213863386918823,22.06890644732317,20.98082750174553,0.5791412383253236,5.170575794608548,-2.4753125083187384,,,,,,58.551844138882565,258.9325752619461,65.16418796289999,79.12323131170812,-0.31842326749525657
