mjd,band,flux,fluxerr,detected_bool
59798.3205,r,0.20846,1.35603,0
59798.3281,g,0.482773,1.147482,0
59798.3357,i,3.23862,1.763785,0
59798.3466,z,-0.410115,2.601324,0
59798.3576,Y,-8.111447,5.364799,0
59801.3553,r,-4.260696,2.446559,0
59801.3629,g,-0.042137,3.534497,0
59801.3705,i,2.120191,2.283418,0
59801.3815,z,-1.704833,2.514446,0
59801.3924,Y,4.01565,5.380302,0
59818.274,u,1.392295,1.789233,0
59819.2541,u,-3.922835,2.42898,0
59820.2522,u,2.577942,1.908823,0
59821.2478,u,-2.822235,2.430695,0
59822.2433,u,-1.024254,2.848532,0
59823.2659,u,1.808147,2.692182,0
59826.3105,r,0.013134,0.919702,0
59826.3181,g,-0.42817,0.921869,0
59826.3258,i,-1.910688,1.506947,0
59826.3367,z,-5.873829,2.155375,0
59826.3477,Y,-3.521707,5.533061,0
