mjd,band,flux,fluxerr,detected_bool
59825.26,r,-1.271955,0.933239,0
59825.2676,g,-0.365992,1.012783,0
59825.2752,i,-1.544622,1.874106,0
59825.2862,z,0.189302,2.983656,0
59825.2971,Y,-10.904452,7.11984,0
59839.2161,r,-2.233381,1.134753,0
59839.2236,g,1.110241,1.247933,0
59839.2313,i,-2.660946,1.727111,0
59839.2422,z,0.541456,2.483809,0
59839.2532,Y,-7.406633,5.825276,0
59842.1987,r,0.661906,1.039095,0
59842.2064,g,-0.244598,0.98067,0
59842.214,i,-0.90404,1.616052,0
59842.225,z,2.253141,2.302544,0
59842.2359,Y,-10.220805,5.513902,0
59851.2006,u,4.007143,2.47533,0
59854.2089,r,1.321846,0.841748,0
59854.2165,g,0.150077,0.780995,0
59854.2242,i,-0.038607,1.342337,0
59854.2351,z,-2.312395,1.885301,0
59854.2461,Y,2.965357,3.896996,0
59857.1879,r,-1.801233,2.061078,0
59857.1956,g,-1.960868,2.831153,0
59857.2032,i,-0.256379,2.237248,0
59857.2141,z,-1.658861,2.672466,0
59857.2251,Y,2.849129,5.1187,0
