mjd,band,flux,fluxerr,detected_bool
59750.4229,r,-0.219296,1.511181,0
59750.4306,g,3.145824,2.118376,0
59750.4383,i,4.30313,2.310333,0
59750.445,z,3.238078,10.345662,0
59752.407,r,1.372613,1.069535,0
59752.4147,g,-0.189429,1.1128,0
59752.4224,i,4.952708,1.468142,0
59752.4334,z,-1.67861,2.353758,0
59752.4435,Y,4.566809,9.497439,0
59767.2968,r,2.044994,0.886167,0
59767.3045,g,0.041754,0.764198,0
59767.3122,i,1.009955,1.341647,0
59767.3233,z,-0.556604,2.145009,0
59767.3343,Y,-4.105314,4.99594,0
59770.2179,r,0.33038,2.042463,0
59770.2256,g,-2.520988,2.773998,0
59770.2334,i,3.248065,2.148931,0
59770.2445,z,1.95828,2.674103,0
59770.2557,Y,5.085586,6.293923,0
59779.3188,r,-0.125779,2.32792,0
59779.3265,g,1.21586,2.823343,0
59779.3342,i,-0.038701,2.255415,0
59779.3452,z,-2.479168,2.976552,0
59779.3562,Y,-10.613901,7.094181,0
59782.1897,r,0.887505,1.45035,0
59782.1974,g,-1.550167,1.389858,0
59782.2051,i,-2.931657,2.346983,0
59782.2162,z,-4.985933,3.099912,0
59782.2274,Y,-7.741908,7.573599,0
59797.2861,r,1.300965,1.065722,0
59797.2938,g,1.469068,1.106595,0
59797.3015,i,-2.7307,1.925113,0
59797.3126,z,0.922846,2.796475,0
59797.3237,Y,2.818808,6.984296,0
59800.3168,r,1.129015,2.290602,0
59800.3244,g,-1.720972,3.336041,0
59800.332,i,-1.153586,2.64768,0
59800.3429,z,2.020158,3.056025,0
59800.3539,Y,8.57696,6.546978,0
59807.1738,r,-1.62819,1.609855,0
59807.1815,g,0.194189,2.077507,0
59807.1892,i,0.532302,1.729455,0
59807.2003,z,-4.678828,2.195086,0
59807.2114,Y,3.405816,5.089417,0
59810.1045,r,-0.356083,1.030404,0
59810.1122,g,0.187521,0.993593,0
59810.12,i,2.885092,1.774073,0
59810.1311,z,2.928439,2.731895,0
59810.1422,Y,0.411082,6.559548,0
59813.1044,r,-0.011428,0.985229,0
59813.1122,g,0.922283,0.956886,0
59813.1199,i,0.860987,1.570099,0
59813.131,z,1.911391,2.587794,0
59813.1422,Y,4.278552,5.909515,0
59819.1532,u,2.378119,1.932914,0
59820.1047,u,1.860758,1.875123,0
59821.1026,u,5.392962,2.703473,0
59822.1105,u,-2.348891,3.168667,0
59823.1505,u,2.586026,2.964837,0
59835.06,r,-2.054959,1.661477,0
59835.0678,g,-3.003805,2.481509,0
59835.0755,i,-1.851768,2.258392,0
59835.0866,z,1.846258,2.778538,0
59835.0978,Y,8.057932,5.852317,0
59839.0306,r,-0.449827,1.184371,0
59839.0384,g,0.589784,1.146576,0
59839.0461,i,1.138451,1.594995,0
59839.0573,z,6.07954,2.144284,0
59839.0684,Y,-0.177174,5.235507,0
59842.0207,r,0.772477,1.038973,0
59842.0285,g,-0.138775,1.046389,0
59842.0362,i,1.402943,1.605943,0
59842.0473,z,-2.812009,2.32197,0
59842.0585,Y,-4.320471,5.267864,0
59851.1114,u,0.724741,1.854133,0
59854.0796,r,0.302936,1.113021,0
59854.0873,g,0.130469,1.196556,0
59854.095,i,0.668473,1.48203,0
59854.1061,z,-1.801914,2.196784,0
59854.1172,Y,-2.109712,5.237778,0
59857.0453,r,2.433669,1.781536,0
59857.0531,g,-2.803518,2.461155,0
59857.0608,i,1.01339,1.893508,0
59857.0719,z,2.147231,2.448391,0
59857.083,Y,-1.355514,5.453157,0
59864.0162,r,1.034855,0.855443,0
59864.0239,g,0.891485,0.88739,0
59864.0316,i,-0.733527,1.409183,0
59864.0428,z,-0.188141,2.340909,0
59864.0539,Y,-7.524373,5.931494,0
59867.0178,r,1.276284,1.317043,0
59867.0255,g,-0.125267,1.313609,0
59867.0332,i,-1.851979,2.193479,0
59867.0443,z,2.286928,3.238506,0
59867.0554,Y,7.999775,9.486012,0
59870.0194,r,-0.477437,0.932298,0
59870.0272,g,-0.537021,0.928201,0
59870.0349,i,-0.808839,1.506635,0
59870.0459,z,-2.532629,2.536495,0
59870.0571,Y,7.144391,5.930538,0
59873.0212,r,-1.313493,0.742866,0
59873.0289,g,0.907574,0.763224,0
59873.0366,i,1.187593,1.238366,0
59873.0477,z,-0.468697,1.893073,0
59873.0588,Y,-0.298801,4.815376,0
59874.0599,u,-1.48437,1.601516,0
59875.0311,u,-2.253161,1.329539,0
59876.0231,u,1.129449,2.146625,0
59877.0238,u,-2.008361,1.609478,0
59878.0246,u,0.919776,1.646712,0
59879.0248,u,-0.84572,1.68394,0
59880.0258,u,-0.740442,1.361607,0
59884.0823,r,1.254472,1.097702,0
59884.09,g,1.791421,1.507534,0
59884.0976,i,-0.199122,1.528625,0
59884.1085,z,-4.213908,2.014625,0
59884.1195,Y,-6.655396,4.897552,0
59887.0298,r,-1.969234,1.883382,0
59887.0375,g,-5.500194,2.971943,0
59887.0451,i,-1.705393,2.287203,0
59887.0562,z,-5.083382,2.264462,0
59887.0673,Y,7.106645,5.370693,0
