mjd,band,flux,fluxerr,detected_bool
59770.3662,r,0.664703,0.625438,0
59770.374,g,-0.512778,0.610887,0
59770.3817,i,-0.612064,1.058569,0
59770.3928,z,0.078462,1.816016,0
59770.4039,Y,2.626425,4.632199,0
59779.3999,r,-4.02433,2.068457,0
59779.4075,g,-0.958435,2.812404,0
59779.4151,i,1.747556,2.4714,0
59779.4261,z,0.197996,3.281293,0
59779.437,Y,18.857302,8.593606,0
59782.2372,r,-1.211581,1.230045,0
59782.245,g,0.304241,1.163363,0
59782.2527,i,0.036145,2.07264,0
59782.2639,z,0.437947,2.5669,0
59782.2751,Y,-4.743526,6.339239,0
59797.3336,r,-1.053404,0.994226,0
59797.3412,g,0.825147,0.959587,0
59797.3489,i,-1.076741,1.694281,0
59797.3598,z,-2.971952,2.609106,0
59797.3708,Y,7.612267,5.306759,0
59800.2328,r,1.400794,2.311577,0
59800.2406,g,1.451611,3.34512,0
59800.2483,i,1.837837,2.469376,0
59800.2594,z,-0.372061,2.721638,0
59800.2706,Y,0.993133,6.075446,0
59808.2223,r,1.134014,1.390033,0
59808.2301,g,0.4242,1.800396,0
59808.2378,i,-0.969421,1.616202,0
59808.2489,z,4.674079,2.036869,0
59808.2601,Y,10.906789,4.21231,0
59811.128,r,0.358479,1.097461,0
59811.1357,g,-0.07654,0.98073,0
59811.1435,i,-1.368991,1.729425,0
59811.1546,z,5.732376,2.569757,0
59811.1658,Y,-5.98915,5.452576,0
59814.1206,r,-0.045607,0.916384,0
59814.1283,g,1.002517,0.900521,0
59814.1361,i,-1.334507,1.393256,0
59814.1472,z,-1.203291,2.080713,0
59814.1584,Y,3.025322,4.850785,0
59818.2219,u,-0.652716,1.661136,0
59819.1176,u,1.783229,1.905555,0
59820.1134,u,0.163116,1.74315,0
59821.1113,u,5.75139,2.713424,0
59822.1192,u,4.078393,2.811609,0
59823.1592,u,-0.6049,2.789504,0
59826.3574,r,0.224623,0.894825,0
59826.365,g,-0.814911,1.024072,0
59826.3726,i,2.877704,1.604831,0
59826.3835,z,1.606946,2.507041,0
59826.3945,Y,-4.345575,6.702353,0
59836.1402,r,-0.874322,1.412844,0
59836.1479,g,1.341367,2.026457,0
59836.1556,i,0.662173,1.758912,0
59836.1667,z,-3.472046,2.140782,0
59836.1778,Y,-2.360739,4.534863,0
59839.0783,r,1.503847,0.807188,0
59839.086,g,1.190828,0.810077,0
59839.0937,i,-0.579556,1.366883,0
59839.1048,z,1.683471,2.09619,0
59839.1159,Y,6.537655,4.769118,0
59842.0683,r,-0.795074,0.797007,0
59842.0761,g,-0.569671,0.720917,0
