mjd,band,flux,fluxerr,detected_bool
59750.4229,r,-0.714018,1.527921,0
59750.4306,g,-1.034747,2.150679,0
59750.4383,i,-3.217454,2.328265,0
59750.445,z,-4.796197,10.410647,0
59752.407,r,0.585577,1.080908,0
59752.4147,g,0.487204,1.131209,0
59752.4224,i,-1.77277,1.477659,0
59752.4334,z,-1.620012,2.368825,0
59752.4435,Y,-13.919199,9.54741,0
59767.2968,r,-0.18805,0.894443,0
59767.3045,g,-0.071268,0.776404,0
59767.3122,i,-1.267507,1.352314,0
59767.3233,z,-4.231076,2.158836,0
59767.3343,Y,1.743792,5.023751,0
59770.2179,r,0.12576,2.065019,0
59770.2256,g,-5.221825,2.818711,0
59770.2334,i,3.090263,2.16687,0
59770.2445,z,0.046513,2.690631,0
59770.2557,Y,0.106442,6.325916,0
59779.3188,r,1.748643,2.354156,0
59779.3265,g,-4.591571,2.868349,0
59779.3342,i,-1.488711,2.274328,0
59779.3452,z,-0.967533,2.995586,0
59779.3562,Y,4.096767,7.133763,0
59782.1897,r,-0.482745,1.466004,0
59782.1974,g,-0.753026,1.412173,0
59782.2051,i,0.947613,2.36693,0
59782.2162,z,-4.847438,3.119753,0
59782.2274,Y,-7.456701,7.614507,0
59797.2861,r,-1.590699,1.07677,0
59797.2938,g,0.557604,1.123235,0
59797.3015,i,-3.005399,1.941258,0
59797.3126,z,0.30874,2.814199,0
59797.3237,Y,3.335008,7.022206,0
59800.3168,r,-1.079572,2.315687,0
59800.3244,g,0.058461,3.389656,0
59800.332,i,1.631629,2.67033,0
59800.3429,z,-6.716653,3.07523,0
59800.3539,Y,-0.718381,6.579031,0
59807.1738,r,2.144428,1.628477,0
59807.1815,g,2.519356,2.112209,0
59807.1892,i,0.569644,1.743963,0
59807.2003,z,-0.920749,2.209029,0
59807.2114,Y,-2.958035,5.115276,0
59810.1045,r,-1.57708,1.041847,0
59810.1122,g,0.100619,1.009428,0
59810.12,i,-0.336725,1.787603,0
59810.1311,z,-0.730009,2.748481,0
59810.1422,Y,11.083337,6.59928,0
59813.1044,r,0.073566,0.996188,0
59813.1122,g,1.853376,0.973649,0
59813.1199,i,-0.015731,1.582818,0
59813.131,z,2.276294,2.604476,0
59813.1422,Y,1.773991,5.940346,0
59819.1532,u,0.037266,1.960755,0
59820.1047,u,-1.284824,1.903435,0
59821.1026,u,-3.729298,2.737055,0
59822.1105,u,3.187956,3.244993,0
59823.1505,u,1.794746,3.023298,0
59835.06,r,-0.30394,1.679844,0
59835.0678,g,0.624877,2.521634,0
59835.0755,i,-5.106073,2.277444,0
59835.0866,z,1.470454,2.796209,0
59835.0978,Y,4.328662,5.882254,0
59839.0306,r,-0.449942,1.197487,0
59839.0384,g,1.374355,1.165978,0
59839.0461,i,-2.164206,1.607826,0
59839.0573,z,0.879654,2.155851,0
59839.0684,Y,-6.358513,5.263878,0
59842.0207,r,-2.843965,1.050085,0
59842.0285,g,-0.704657,1.063212,0
59842.0362,i,1.920515,1.619661,0
59842.0473,z,-2.73911,2.336833,0
59842.0585,Y,3.483604,5.297954,0
59851.1114,u,3.195695,1.904674,0
59854.0796,r,-0.005694,1.125182,0
59854.0873,g,-0.881823,1.215665,0
59854.095,i,-0.562308,1.494103,0
59854.1061,z,2.479439,2.211754,0
59854.1172,Y,-4.301931,5.266104,0
59857.0453,r,1.839195,1.801045,0
59857.0531,g,3.462449,2.502331,0
59857.0608,i,-0.822703,1.908975,0
59857.0719,z,2.575563,2.464206,0
59857.083,Y,-9.374113,5.482796,0
59864.0162,r,0.301304,0.86435,0
59864.0239,g,-0.310323,0.90025,0
59864.0316,i,0.35817,1.421187,0
59864.0428,z,1.517066,2.356413,0
59864.0539,Y,-4.28103,5.963465,0
59867.0178,r,1.877141,1.331931,0
59867.0255,g,0.598317,1.335347,0
59867.0332,i,1.656286,2.212437,0
59867.0443,z,-0.238113,3.258658,0
59867.0554,Y,5.071601,9.536447,0
59870.0194,r,-0.585705,0.942624,0
59870.0272,g,-0.328189,0.943114,0
59870.0349,i,-2.780351,1.51932,0
59870.0459,z,-2.444789,2.552731,0
59870.0571,Y,1.369133,5.960087,0
59873.0212,r,-0.477725,0.751067,0
59873.0289,g,0.172852,0.774185,0
59873.0366,i,0.996952,1.248616,0
59873.0477,z,-1.081744,1.905198,0
59873.0588,Y,7.827441,4.845503,0
59874.0599,u,-0.118106,1.634623,0
59875.0311,u,0.609248,1.360937,0
59876.0231,u,0.082085,2.186416,0
59877.0238,u,3.383847,1.66147,0
59878.0246,u,-1.719002,1.675732,0
59879.0248,u,1.82848,1.728528,0
59880.0258,u,-0.790524,1.389778,0
59884.0823,r,1.013368,1.109716,0
59884.09,g,1.725253,1.53169,0
59884.0976,i,0.74953,1.541809,0
59884.1085,z,-0.786831,2.027424,0
59884.1195,Y,-3.013217,4.92393,0
59887.0298,r,-2.152376,1.904246,0
