mjd,band,flux,fluxerr,detected_bool
59798.3205,r,1.169723,1.364296,0
59798.3281,g,-0.112434,1.156495,0
59798.3357,i,3.958769,1.771819,0
59798.3466,z,-0.087418,2.609992,0
59798.3576,Y,-7.144806,5.379858,0
59801.3553,r,2.877362,2.461262,0
59801.3629,g,5.691892,3.56584,0
59801.3705,i,-0.568308,2.292675,0
59801.3815,z,1.20325,2.523186,0
59801.3924,Y,8.550948,5.397555,0
59818.274,u,-0.854524,1.801012,0
59819.2541,u,1.499147,2.461421,0
59820.2522,u,2.989401,1.931371,0
59821.2478,u,3.007015,2.469755,0
59822.2433,u,5.097861,2.898365,0
59823.2659,u,-0.532446,2.714363,0
59826.3105,r,-0.395594,0.924993,0
59826.3181,g,-0.402335,0.929564,0
59826.3258,i,0.376873,1.51368,0
59826.3367,z,1.277502,2.162846,0
59826.3477,Y,13.501573,5.554822,0
59842.2456,r,-1.091066,0.853705,0
59842.2532,g,-0.174775,0.819369,0
59842.2608,i,-0.190307,1.325633,0
59842.2718,z,-1.834447,2.172332,0
59842.2827,Y,-0.335644,6.082181,0
59851.1792,u,0.378428,2.598975,0
59854.1485,r,0.22678,1.230176,0
59854.1563,g,0.810066,1.346052,0
59854.164,i,0.291141,1.908654,0
59854.175,z,-1.403822,2.777965,0
59854.186,Y,-3.753019,5.801878,0
59857.1408,r,1.609492,2.141176,0
59857.1485,g,-1.008055,2.935317,0
59857.1563,i,-3.066511,2.100477,0
59857.1673,z,2.017461,2.684777,0
59857.1782,Y,4.735303,6.64516,0
59867.1112,r,-0.750914,1.088305,0
59867.1189,g,-1.204869,0.981055,0
59867.1267,i,-1.083153,1.54419,0
59867.1377,z,1.210446,2.36413,0
59867.1487,Y,3.636992,5.845737,0
59870.1049,r,-1.214934,0.975594,0
59870.1126,g,0.258369,0.827864,0
59870.1204,i,1.268634,1.378417,0
59870.1314,z,-3.737274,2.289746,0
59870.1424,Y,4.80256,5.293757,0
59873.0971,r,-1.54033,1.045852,0
59873.1049,g,-0.366434,1.048749,0
59873.1126,i,-1.065273,1.44683,0
59873.1236,z,-0.768953,2.074561,0
59873.1346,Y,-1.739312,4.598433,0
59874.1461,u,2.351001,1.638374,0
59875.0995,u,0.844447,2.042018,0
59876.098,u,-2.535896,2.450602,0
59877.0976,u,-0.668849,1.77806,0
59878.0964,u,-1.766114,2.029323,0
59879.0895,u,5.15538,1.905762,0
59880.1017,u,0.722495,1.388222,0
59884.176,r,-0.644801,0.771573,0
59884.1836,g,0.064152,0.892909,0
59884.1913,i,1.221251,1.143488,0
59884.2022,z,-0.143524,1.613604,0
59884.2132,Y,2.054977,4.22145,0
59887.2856,r,0.652092,1.835108,0
59887.2933,g,3.303858,2.222917,0
59887.3009,i,1.089402,2.359342,0
59887.3118,z,-4.673661,3.15403,0
59887.3228,Y,2.206338,7.967004,0
59896.1307,r,0.642649,0.826358,0
59896.1384,g,-0.093988,0.70798,0
59896.146,i,0.483118,1.398516,0
59896.1569,z,-0.458926,2.198543,0
59896.1679,Y,-15.713746,5.962268,0
59899.1519,r,-0.187994,1.371507,0
59899.1595,g,-0.303616,1.396872,0
59899.1672,i,-4.063137,2.386849,0
59899.1781,z,4.132678,3.7204,0
59899.1891,Y,0.376876,7.924256,0
59902.1384,r,-2.288435,1.191733,0
59902.146,g,-0.656556,1.085695,0
59902.1537,i,0.253363,1.950107,0
59902.1646,z,-2.316389,2.770469,0
59902.1755,Y,0.397399,7.040473,0
59904.1053,u,-1.732671,2.301573,0
59905.0555,u,1.412526,2.529296,0
59906.0562,u,-3.166862,2.043218,0
59907.0567,u,3.291469,1.779328,0
59908.0681,u,-8.862322,2.707991,0
59909.0582,u,0.455505,1.852564,0
59910.0503,u,5.055149,1.90422,0
59914.0526,r,-2.187155,1.445731,0
59914.0602,g,0.253292,1.970341,0
59914.0678,i,-1.009496,1.692389,0
59914.0788,z,-1.837976,2.273781,0
59914.0897,Y,0.592708,5.367894,0
59924.106,r,-1.126956,1.137167,0
59924.1136,g,-0.64341,1.584947,0
59924.1212,i,-2.539495,1.735026,0
59924.1322,z,0.120005,2.53399,0
59924.1431,Y,7.0174,5.647689,0
59927.1074,r,0.556751,1.196819,0
59927.1151,g,1.336955,1.1432,0
59927.1227,i,-3.989498,1.598125,0
59927.1336,z,-2.178561,2.305258,0
59927.1446,Y,1.589862,5.904186,0
59930.1236,r,0.40302,0.945893,0
59930.1312,g,-1.084487,0.834521,0
59930.1388,i,1.095594,1.288405,0
59930.1498,z,-3.128382,2.037693,0
59930.1607,Y,4.022267,5.344328,0
59933.1249,r,-0.18105,0.694561,0
59933.1325,g,0.25965,0.699247,0
59933.1401,i,0.601322,1.273745,0
59933.1511,z,2.282304,1.920157,0
59933.162,Y,1.669111,5.439297,0
59934.0638,u,0.727873,1.156024,0
59935.0646,u,-0.556106,1.132813,0
59936.0642,u,-0.665485,1.533019,0
59937.065,u,-0.996096,1.654445,0
59938.0647,u,-2.005721,2.015872,0
59939.065,u,-0.216014,2.21365,0
60165.3032,r,2.722316,1.202181,0
60165.3109,g,1.474282,1.357922,0
60165.3186,i,1.263911,1.524447,0
60165.3295,z,-2.874209,2.028466,0
60165.3405,Y,-6.390877,4.793207,0
60168.2892,r,-1.833227,0.838011,0
60168.297,g,-0.290825,0.793324,0
60168.3047,i,1.679602,1.306065,0
60168.3157,z,0.720559,2.07185,0
60168.3267,Y,0.772025,4.828112,0
60176.282,u,0.023365,2.38418,0
60177.2726,u,-1.420708,2.790849,0
60181.4088,r,-1.775218,0.928599,0
60181.4164,g,1.988149,1.272796,0
60181.4232,i,-6.438112,3.249424,0
60183.266,r,-1.044505,1.924734,0
60183.2736,g,-0.389455,2.955713,0
60183.2812,i,-2.933095,2.557128,0
60183.2922,z,1.866372,3.003502,0
60183.3031,Y,-14.782911,6.19292,0
60195.2812,r,0.799474,0.938213,0
60195.2888,g,0.413915,1.027986,0
60195.2964,i,2.628035,1.632769,0
60195.3073,z,2.095979,2.346364,0
60195.3183,Y,3.704438,6.290993,0
60198.269,u,-1.389549,2.188441,0
60199.2186,u,-0.466584,2.173644,0
60200.2139,u,0.063814,2.611403,0
60201.2072,u,-1.342248,2.512897,0
60202.2089,u,-1.747432,2.505375,0
60209.1811,r,-0.728914,1.572891,0
60209.1888,g,1.139465,1.420791,0
60209.1965,i,-0.072903,1.838339,0
60209.2075,z,0.349593,2.917156,0
60209.2184,Y,-4.803184,6.71195,0
60212.1675,r,-2.286831,1.944896,0
60212.1753,g,-0.289474,2.770916,0
60212.183,i,-0.012711,2.303324,0
60212.1941,z,1.527884,2.598514,0
60212.205,Y,-1.809373,5.674703,0
60223.2416,r,-2.197834,1.187945,0
60223.2493,g,2.020632,1.251438,0
60223.2569,i,-1.714794,1.654688,0
60223.2678,z,-1.399694,2.479593,0
60223.2788,Y,1.626224,5.80845,0
60226.3337,r,0.153908,0.949155,0
60226.3413,g,0.073444,0.95087,0
60226.3489,i,2.222288,1.800731,0
60226.3599,z,-2.413684,3.078835,0
60226.3708,Y,-3.615019,8.128242,0
60238.3197,r,0.36611,1.058542,0
60238.3273,g,-1.717466,1.160272,0
60238.3349,i,0.879744,2.179067,0
60238.3459,z,-2.140893,3.839768,0
60238.3568,Y,1.133866,11.281287,0
60241.087,r,1.25633,2.009042,0
60241.0948,g,-0.421636,3.087149,0
60241.1025,i,-3.369821,2.453832,0
60241.1136,z,3.032044,2.926167,0
60241.1245,Y,2.024847,5.954673,0
60250.1708,r,4.122725,2.113584,0
60250.1957,g,5.052213,2.831734,0
60250.2034,i,-5.629771,2.938454,0
60250.2143,z,3.272569,3.994726,0
60250.2253,Y,-7.897388,7.954449,0
60261.1296,u,2.024966,2.097854,0
60262.055,u,0.937335,2.328089,0
60263.0556,u,3.920703,2.006501,0
60264.0559,u,0.704219,2.195212,0
60265.078,u,-4.958029,2.428428,0
60268.0449,r,-1.019584,1.41044,0
60268.0525,g,-0.284481,1.861803,0
60268.0601,i,1.249814,2.137553,0
60268.0711,z,-0.169758,2.741536,0
60268.082,Y,6.740309,6.762787,0
60278.0993,r,-3.055474,1.651747,0
60278.1069,g,1.963719,2.29039,0
60278.1145,i,-0.211692,2.177453,0
60278.1255,z,6.860566,3.069316,0
60278.1364,Y,-0.256434,7.656217,0
60281.1023,r,-1.064939,0.801875,0
60281.1099,g,0.935974,0.80187,0
60281.1175,i,2.194713,1.37549,0
60281.1285,z,-0.494836,1.996274,0
60281.1394,Y,2.47444,5.189242,0
60284.1027,r,1.332998,0.841798,0
60284.1104,g,-0.363632,0.766398,0
60284.118,i,0.711024,1.164809,0
60284.1289,z,2.664896,1.70874,0
60284.1399,Y,5.441237,4.448545,0
60287.1047,r,2.224565,1.257488,0
60287.1123,g,-0.2139,1.090442,0
60287.12,i,-0.770889,1.802521,0
60287.1309,z,-1.286384,2.97209,0
60287.1418,Y,1.750393,7.030043,0
60290.0761,u,1.140123,1.934874,0
60291.0689,u,4.077713,1.696183,0
60292.0699,u,-2.392511,1.872042,0
60293.0699,u,-0.335916,1.574822,0
60294.0708,u,-0.202312,1.409256,0
60532.3019,r,-0.868623,1.028615,0
60532.3097,g,-0.052914,0.958846,0
60532.3173,i,0.225227,1.546066,0
60532.3282,z,0.421701,2.287459,0
60532.3392,Y,3.271574,5.4346,0
60535.2802,r,0.215549,1.413104,0
60535.2879,g,-0.680109,1.345841,0
60535.2957,i,-1.35214,2.090304,0
60535.3068,z,2.275492,3.027136,0
60535.3177,Y,-2.464868,7.177354,0
60538.2826,r,-2.709921,1.856228,0
60538.2903,g,2.024695,2.694688,0
60538.298,i,1.371857,1.925192,0
60538.3089,z,-1.596555,2.313896,0
60538.3199,Y,-6.160915,5.016437,0
60554.2651,u,-1.589307,2.265794,0
60555.2411,u,1.049349,2.054374,0
60556.237,u,1.5877,2.557906,0
60557.2322,u,-2.302379,1.848834,0
60558.2332,u,0.784059,2.514265,0
60559.2274,u,2.047066,2.232736,0
60560.2268,u,-5.063359,3.102279,0
60567.3291,r,0.852068,0.939345,0
60567.3368,g,-1.546999,1.050387,0
60567.3444,i,-0.436215,1.248465,0
60567.3553,z,-1.220685,1.657905,0
60567.3663,Y,-1.579088,4.260223,0
60580.1736,r,-0.551223,1.457335,0
60580.1813,g,2.02546,1.402569,0
60580.1889,i,0.911596,2.200099,0
60580.1999,z,-3.319018,3.207355,0
60580.2108,Y,-2.879307,7.654302,0
60582.1681,u,-2.108361,2.422576,0
60583.164,u,8.25266,3.036029,0
60584.1591,u,1.231375,2.36342,0
60585.1601,u,-1.572775,1.882001,0
60586.1564,u,0.131534,1.831345,0
60587.154,u,2.285776,2.149644,0
60588.1461,u,-0.159284,1.790791,0
60593.1209,r,0.560601,1.151609,0
60593.1287,g,0.466636,1.313493,0
60593.1365,i,2.292262,1.542153,0
60593.1476,z,1.004493,2.175491,0
