mjd,band,flux,fluxerr,detected_bool
59798.3205,r,-3.37324,1.352473,1
59798.3281,g,-2.570038,1.146912,0
59798.3357,i,-5.007647,1.758723,0
59798.3466,z,-10.861642,2.59662,0
59798.3576,Y,-11.970431,5.353503,0
59801.3553,r,-7.62903,2.433561,0
59801.3629,g,-1.955398,3.507056,0
59801.3705,i,-6.681763,2.275228,0
59801.3815,z,-13.032286,2.509636,0
59801.3924,Y,-5.856978,5.369649,0
59818.274,u,-10.310785,1.770407,0
59819.2541,u,-7.204792,2.421766,0
59820.2522,u,-6.989002,1.899439,0
59821.2478,u,-0.322428,2.452483,0
59822.2433,u,-3.412533,2.848182,0
59823.2659,u,-5.761139,2.677849,0
59826.3105,r,-5.542963,0.919555,1
59826.3181,g,-4.849519,0.922612,0
59826.3258,i,-4.525649,1.505369,0
59826.3367,z,-8.776838,2.153383,1
59826.3477,Y,-7.496389,5.52295,0
59842.2456,r,-8.119379,0.848269,1
59842.2532,g,-7.966483,0.811392,1
59842.2608,i,-9.391052,1.317704,1
59842.2718,z,-10.843021,2.162696,1
59842.2827,Y,-16.420559,6.049841,0
59851.1792,u,-9.714327,2.549822,0
59854.1485,r,-8.64847,1.218777,1
59854.1563,g,-6.217897,1.327701,0
59854.164,i,-9.717402,1.894284,1
59854.175,z,-14.652815,2.762534,1
59854.186,Y,-19.969826,5.769997,0
59857.1408,r,-7.59439,2.117752,0
59857.1485,g,-6.285197,2.888299,0
59857.1563,i,-5.346666,2.085409,0
59857.1673,z,-16.523113,2.669157,1
59857.1782,Y,-12.878669,6.608816,0
59867.1112,r,-8.146377,1.079318,1
59867.1189,g,-6.512722,0.971493,0
59867.1267,i,-9.788988,1.533707,0
59867.1377,z,-9.461617,2.35281,0
59867.1487,Y,-4.446947,5.817916,0
59870.1049,r,-7.004475,0.968854,1
59870.1126,g,-7.350142,0.820558,1
59870.1204,i,-8.750163,1.369474,1
59870.1314,z,-15.314631,2.278106,1
59870.1424,Y,-12.631848,5.265538,0
59873.0971,r,-6.816522,1.038065,0
59873.1049,g,-7.345944,1.036708,0
59873.1126,i,-9.597926,1.437484,1
59873.1236,z,-14.833517,2.064941,0
59873.1346,Y,-14.54141,4.576155,0
59874.1461,u,-6.932406,1.616499,0
59875.0995,u,-9.120602,2.007478,0
59876.098,u,-4.818341,2.427286,0
59877.0976,u,-7.515084,1.763427,0
59878.0964,u,-10.701175,1.991396,0
59879.0895,u,-6.676832,1.86461,0
59880.1017,u,-6.03107,1.3906,0
59884.176,r,-6.533346,0.768189,1
59884.1836,g,-5.741879,0.884993,0
59884.1913,i,-6.311184,1.138444,1
59884.2022,z,-10.732569,1.609513,1
59884.2132,Y,-7.053379,4.204265,0
59887.2856,r,-6.982191,1.815919,0
59887.2933,g,-6.612512,2.186556,0
59887.3009,i,-4.952258,2.341502,0
59887.3118,z,-2.594204,3.138061,0
59887.3228,Y,-7.534568,7.925554,0
59896.1307,r,-4.949926,0.822563,1
59896.1384,g,-4.542243,0.707769,1
59896.146,i,-7.375368,1.390238,0
59896.1569,z,-8.828272,2.189157,0
59896.1679,Y,7.905422,5.939609,0
59899.1519,r,-3.115561,1.360062,0
59899.1595,g,-2.194747,1.38141,0
59899.1672,i,-3.692748,2.3693,0
59899.1781,z,-0.292536,3.699228,0
59899.1891,Y,-4.54853,7.884145,0
59902.1384,r,-3.996947,1.182601,0
59902.146,g,-3.404938,1.076393,0
59902.1537,i,-4.771986,1.936806,0
59902.1646,z,-4.34031,2.757161,0
59902.1755,Y,4.177732,7.008874,0
59904.1053,u,-7.520826,2.268086,0
59905.0555,u,-3.361028,2.500453,0
59906.0562,u,-5.332719,2.027393,0
59907.0567,u,-3.904967,1.76369,0
59908.0681,u,-5.903097,2.669105,0
59909.0582,u,-1.975487,1.857117,0
59910.0503,u,-0.919318,1.889744,0
59914.0526,r,3.099427,1.435454,0
59914.0602,g,0.554382,1.943554,0
59914.0678,i,2.32176,1.68491,0
59914.0788,z,1.726111,2.266923,0
59914.0897,Y,1.789437,5.347251,0
59924.106,r,16.147455,1.141172,1
59924.1136,g,16.946566,1.579757,1
59924.1212,i,16.740185,1.735054,1
59924.1322,z,29.0361,2.536709,1
59924.1431,Y,18.451387,5.630026,0
59927.1074,r,22.454041,1.205871,1
59927.1151,g,22.063475,1.165492,1
59927.1227,i,17.750378,1.601725,1
59927.1336,z,26.453518,2.310066,1
59927.1446,Y,29.551929,5.892663,0
59930.1236,r,29.078581,0.972615,1
59930.1312,g,29.222458,0.894038,1
59930.1388,i,27.810587,1.308614,1
59930.1498,z,39.248852,2.056645,1
59930.1607,Y,29.909447,5.33796,0
59933.1249,r,22.997206,0.726917,1
59933.1325,g,24.17491,0.762224,1
59933.1401,i,21.723593,1.288389,0
59933.1511,z,28.643963,1.932629,1
59933.162,Y,27.277464,5.431756,0
59934.0638,u,24.362272,1.356637,1
59935.0646,u,26.012194,1.350287,1
59936.0642,u,25.502443,1.693616,1
59937.065,u,21.670555,1.782242,1
59938.0647,u,15.24369,2.083903,1
59939.065,u,14.648195,2.266586,1
60165.3032,r,-3.433919,1.191812,0
60165.3109,g,-1.863061,1.342082,0
60165.3186,i,-2.620981,1.516403,0
60165.3295,z,-4.071764,2.022246,0
60165.3405,Y,-0.405446,4.776301,0
60168.2892,r,-2.994717,0.836068,0
60168.297,g,-3.41481,0.793269,0
60168.3047,i,1.21722,1.30292,0
60168.3157,z,-9.780995,2.063248,0
60168.3267,Y,-2.956081,4.809366,0
60176.282,u,-2.769646,2.370455,0
60177.2726,u,2.53769,2.784946,0
60181.4088,r,-2.162244,0.924909,0
60181.4164,g,-2.226225,1.258128,0
60181.4232,i,-5.184821,3.223446,0
60183.266,r,0.627077,1.906594,0
60183.2736,g,-1.908611,2.909772,0
60183.2812,i,-8.693091,2.536649,0
60183.2922,z,-5.483817,2.987478,0
60183.3031,Y,-1.344355,6.165026,0
60195.2812,r,-2.464799,0.933747,0
60195.2888,g,-1.669942,1.021429,0
60195.2964,i,-1.840842,1.623043,0
60195.3073,z,-1.814642,2.336953,0
60195.3183,Y,-8.57883,6.258609,0
60198.269,u,-3.046731,2.177593,0
60199.2186,u,-4.88594,2.158227,0
60200.2139,u,-4.862241,2.582485,0
60201.2072,u,-5.855281,2.483565,0
60202.2089,u,-5.717053,2.476384,0
60209.1811,r,2.477791,1.560888,0
60209.1888,g,4.170867,1.410074,0
60209.1965,i,2.250203,1.829219,0
60209.2075,z,1.286247,2.904084,0
60209.2184,Y,0.987269,6.681714,0
60212.1675,r,-0.132093,1.926327,0
60212.1753,g,1.980564,2.730155,0
60212.183,i,-2.958769,2.286938,0
60212.1941,z,0.359764,2.58767,0
60212.205,Y,-0.810154,5.651079,0
60223.2416,r,4.105205,1.182851,0
60223.2493,g,5.166355,1.243971,0
60223.2569,i,2.992088,1.648164,0
60223.2678,z,4.653321,2.471738,0
60223.2788,Y,-2.208652,5.782473,0
60226.3337,r,1.653775,0.947677,0
60226.3413,g,2.357419,0.953174,0
60226.3489,i,1.766993,1.791009,0
60226.3599,z,1.889922,3.064683,0
60226.3708,Y,-4.625242,8.087197,0
60238.3197,r,0.283909,1.054073,0
60238.3273,g,1.640679,1.156115,0
60238.3349,i,-4.408988,2.163357,0
60238.3459,z,-3.016658,3.81825,0
60238.3568,Y,3.595514,11.222692,0
60241.087,r,1.229147,1.989672,0
60241.0948,g,2.448093,3.04071,0
60241.1025,i,-1.590538,2.436188,0
60241.1136,z,-2.122125,2.911288,0
60241.1245,Y,-3.034242,5.927323,0
60250.1708,r,1.87105,2.091955,0
60250.1957,g,2.167936,2.787318,0
60250.2034,i,6.507829,2.917908,0
60250.2143,z,11.455871,3.974248,0
60250.2253,Y,12.542243,7.91953,0
