mjd,band,flux,fluxerr,detected_bool
59770.3662,r,0.037693,0.624609,0
59770.374,g,0.80523,0.612145,0
59770.3817,i,-0.152504,1.058269,0
59770.3928,z,-0.615577,1.815595,0
59770.4039,Y,1.773917,4.630922,0
59779.3999,r,0.157101,2.067644,0
59779.4075,g,-2.229563,2.810915,0
59779.4151,i,2.802469,2.47104,0
59779.4261,z,1.144448,3.280815,0
59779.437,Y,-2.067584,8.586484,0
59782.2372,r,-0.680796,1.22958,0
59782.245,g,0.626611,1.1631,0
59782.2527,i,-4.007048,2.072132,0
59782.2639,z,-1.616903,2.566226,0
59782.2751,Y,-15.529774,6.338464,0
59797.3336,r,-0.19789,0.993846,0
59797.3412,g,1.300262,0.959679,0
59797.3489,i,3.299453,1.695316,0
59797.3598,z,-1.074309,2.608514,0
59797.3708,Y,1.518231,5.302953,0
59800.2328,r,0.654857,2.310537,0
59800.2406,g,-0.976261,3.342884,0
59800.2483,i,-1.985617,2.468153,0
59800.2594,z,0.368278,2.721159,0
59800.2706,Y,-4.564572,6.073995,0
59808.2223,r,-0.955391,1.389061,0
59808.2301,g,1.831747,1.800261,0
59808.2378,i,1.0181,1.616209,0
59808.2489,z,0.048682,2.034571,0
59808.2601,Y,-0.364524,4.205192,0
59811.128,r,-0.475154,1.096847,0
59811.1357,g,0.701248,0.981176,0
59811.1435,i,1.350868,1.729542,0
59811.1546,z,1.587419,2.567804,0
59811.1658,Y,-5.252032,5.451572,0
59814.1206,r,1.07925,0.916805,0
59814.1283,g,-0.926589,0.898532,0
59814.1361,i,1.332875,1.393603,0
59814.1472,z,-0.756412,2.080262,0
59814.1584,Y,4.769303,4.850808,0
59818.2219,u,1.765545,1.668813,0
59819.1176,u,-1.215963,1.894878,0
59820.1134,u,-0.584956,1.741028,0
59821.1113,u,-3.445385,2.689229,0
59822.1192,u,6.305997,2.81754,0
59823.1592,u,0.438812,2.789029,0
59826.3574,r,-1.141901,0.894356,0
59826.365,g,2.222554,1.026396,0
59826.3726,i,-1.813241,1.602975,0
59826.3835,z,4.609807,2.507538,0
59826.3945,Y,-5.069655,6.70115,0
59836.1402,r,-1.103435,1.412325,0
59836.1479,g,-0.482526,2.024684,0
59836.1556,i,0.166853,1.758212,0
59836.1667,z,-3.415442,2.140321,0
59836.1778,Y,9.959719,4.539485,0
59839.0783,r,0.581011,0.806151,0
59839.086,g,-0.163081,0.80769,0
59839.0937,i,-1.515491,1.366516,0
59839.1048,z,-0.302328,2.095098,0
59839.1159,Y,-5.142584,4.764927,0
59842.0683,r,-1.114616,0.796721,0
59842.0761,g,-0.530461,0.72053,0
59842.0838,i,-2.022797,1.239839,0
59842.095,z,0.056123,1.822577,0
59842.1061,Y,-0.264445,4.45998,0
59851.144,u,-3.150716,1.786045,0
59854.0225,r,0.947181,1.196604,0
59854.0303,g,-2.135753,1.42258,0
59854.038,i,2.437593,1.702275,0
59854.0492,z,-1.517035,2.533958,0
59854.0603,Y,10.398035,6.402386,0
59857.0931,r,2.104178,1.764395,0
59857.1008,g,-0.553738,2.518956,0
59857.1085,i,-0.117531,2.114994,0
59857.1196,z,-1.240171,2.554251,0
59857.1307,Y,3.688626,5.399618,0
59866.0173,r,0.54309,0.75006,0
59866.025,g,-0.523568,0.727199,0
59866.0327,i,-0.071093,1.196629,0
59866.0438,z,-1.882982,1.988607,0
59866.0548,Y,-3.270725,5.338192,0
59869.0189,r,-0.959075,0.724686,0
59869.0266,g,0.283564,0.725281,0
59869.0343,i,0.0797,1.273735,0
59869.0454,z,1.996462,1.920755,0
59869.0565,Y,4.188986,4.653161,0
59872.0208,r,0.635489,0.712978,0
59872.0285,g,0.07143,0.608269,0
59872.0362,i,1.68493,1.078271,0
59872.0474,z,2.35581,1.711085,0
59872.0585,Y,0.752584,4.038437,0
59874.0266,u,-1.118277,1.419104,0
59875.0223,u,0.051008,1.278757,0
59876.0318,u,2.142724,1.777947,0
59877.0325,u,0.342936,1.455274,0
59878.0336,u,-3.39634,1.517145,0
59879.0338,u,-1.305975,1.587221,0
59880.0348,u,-0.056309,1.140126,0
59884.0307,r,1.669139,0.941465,0
59884.0385,g,-0.222524,1.061191,0
59884.0462,i,6.658342,1.192695,1
59884.0573,z,11.626936,1.602966,0
59884.0684,Y,13.152764,3.76298,1
59896.0367,r,0.202504,0.841685,0
59896.0444,g,1.090699,0.777906,0
59896.0521,i,3.439463,1.246112,0
59896.063,z,9.978576,1.986637,1
59896.074,Y,17.714939,4.741445,0
59899.0383,r,0.653021,0.704433,0
59899.046,g,-0.196648,0.754513,0
59899.0536,i,3.030672,1.36501,0
59899.0646,z,6.886576,2.117274,0
59899.0755,Y,21.535822,5.659232,0
59902.0916,r,1.074448,1.05877,0
59902.0992,g,-0.05321,1.06467,0
59902.1068,i,0.250794,1.776013,0
59902.1178,z,11.616476,3.130498,0
59902.1287,Y,19.236925,8.051688,0
59905.072,u,3.097253,1.76608,0
59906.066,u,-1.564508,1.697733,0
59907.0666,u,0.028537,1.708521,0
59908.0581,u,0.627538,2.611296,0
59909.0681,u,-4.609196,1.825589,0
59910.0685,u,0.780057,1.57629,0
60125.4094,r,-1.742838,0.959377,0
60125.4171,g,-1.286819,0.885499,0
60125.4248,i,2.053353,1.519397,0
60125.4357,z,-2.312826,2.648431,0
60125.4448,Y,4.080892,11.648373,0
60140.2403,u,-0.048775,1.811119,0
60141.2435,u,2.514286,2.989699,0
60142.2334,u,3.496645,2.868327,0
60143.2299,u,0.850686,2.436441,0
60144.2272,u,-1.199253,1.922803,0
60145.2256,u,-1.419034,2.483873,0
60153.2828,r,0.243536,0.944202,0
60153.2905,g,0.50168,0.922949,0
60153.2981,i,-0.548092,1.16545,0
60153.3092,z,0.609995,1.747736,0
60153.3202,Y,-5.81135,4.060479,0
60164.1619,r,-0.243042,1.41936,0
60164.1697,g,-0.285555,1.222508,0
60164.1774,i,2.262131,1.999608,0
60164.1885,z,4.735875,3.268709,0
60164.1997,Y,-2.622264,7.896243,0
60168.1735,r,0.255823,0.798794,0
60168.1813,g,-0.117048,0.730347,0
60168.189,i,-1.43825,1.288935,0
60168.2001,z,3.67997,1.84154,0
60168.2113,Y,0.500832,4.436556,0
60176.1432,u,2.489526,1.938171,0
60177.1458,u,-6.694289,2.774647,0
60181.3618,r,-0.569534,0.995974,0
60181.3694,g,-0.840989,0.961448,0
60181.377,i,-1.345553,1.517223,0
60181.3879,z,0.900515,2.448193,0
60181.3989,Y,-4.248022,5.967946,0
60184.3051,r,-0.580117,2.03715,0
60184.3127,g,0.84904,3.053226,0
60184.3204,i,0.51355,2.585914,0
60184.3313,z,3.242431,2.890786,0
60184.3423,Y,5.921563,6.30184,0
60194.1098,r,0.25843,0.795088,0
60194.1175,g,-1.154118,0.711522,0
60194.1253,i,-0.20602,1.378024,0
60194.1365,z,1.02144,2.099554,0
60194.1476,Y,-6.084907,5.529434,0
60197.0703,r,0.189374,1.132296,0
60197.0781,g,0.035875,1.044663,0
60197.0858,i,-1.71886,1.881731,0
60197.097,z,-1.021588,3.357945,0
60197.1082,Y,11.63491,6.998924,0
60198.1198,u,2.202696,2.009634,0
60199.0777,u,-1.432996,3.142847,0
60200.0737,u,0.624331,2.0799,0
60201.0767,u,2.183424,2.539073,0
60202.0715,u,0.265404,2.268855,0
60206.1208,u,-2.858623,1.547185,0
60207.1199,u,-1.280906,2.422982,0
60208.0724,r,1.993137,1.382206,0
60208.0801,g,-0.388905,1.443137,0
60208.0878,i,1.018118,1.635318,0
60208.099,z,-1.140827,2.466637,0
60208.1101,Y,1.005507,7.007153,0
60211.0601,r,-0.000886,2.352189,0
60211.0678,g,-7.181586,3.629337,0
60211.0756,i,-1.478992,2.881432,0
60211.0867,z,-5.388169,3.341163,0
60211.0978,Y,0.488708,7.617372,0
60221.0629,r,1.17027,0.886317,0
60221.0706,g,-0.12289,0.854279,0
60221.0783,i,-0.438464,1.341815,0
60221.0895,z,0.768074,1.944399,0
60221.1006,Y,0.403538,4.987943,0
60224.0614,r,-0.650263,0.822772,0
60224.0691,g,0.830231,0.733015,0
60224.0768,i,0.465038,1.287634,0
60224.088,z,-0.498048,2.160566,0
60224.0991,Y,-3.092733,5.627696,0
60227.0626,r,0.449349,0.829772,0
60227.0703,g,-1.793357,0.927487,0
60227.078,i,-0.984298,1.586735,0
60227.0891,z,-5.088418,2.085497,0
60227.1003,Y,-1.026204,5.265063,0
60228.0295,u,3.363373,2.490505,0
60229.0249,u,5.497857,2.840491,0
60233.2652,u,-0.728946,1.769945,0
60234.076,u,0.411223,1.438485,0
60237.2675,r,0.25575,0.895716,0
60237.2751,g,-0.252639,0.86563,0
60237.2827,i,-1.395771,1.752216,0
60237.2936,z,0.469912,3.336889,0
60237.3046,Y,-6.75969,9.020143,0
60240.0698,r,-0.903649,1.316519,0
60240.0775,g,1.830328,1.798706,0
60240.0853,i,1.086295,1.703231,0
60240.0964,z,0.074867,2.395834,0
60240.1075,Y,-0.445142,5.341354,0
60249.0813,r,-0.281776,0.654156,0
60249.089,g,0.469813,0.657383,0
60249.0966,i,0.901539,1.139133,0
60249.1076,z,1.20453,1.923701,0
60249.1185,Y,-4.456038,4.641366,0
60260.0516,u,2.636998,2.247668,0
60261.0449,u,-1.56133,1.514054,0
60262.0455,u,1.434811,1.50668,0
60263.046,u,-0.563478,1.54966,0
60264.0378,u,1.560296,1.593608,0
60265.0387,u,1.763744,1.666129,0
60491.3446,r,-0.916469,1.428237,0
60491.3523,g,-0.522739,1.555853,0
60491.36,i,-2.691942,2.101682,0
60491.3711,z,6.910897,3.065223,0
60491.3822,Y,1.162948,7.386331,0
60499.2579,u,-3.161747,2.476339,0
60500.2524,u,4.365397,2.032382,0
60501.2549,u,-2.438386,2.155633,0
60502.2441,u,4.705256,2.577117,0
60508.3126,r,-1.17754,1.556538,0
60508.3203,g,-1.395002,1.785514,0
60508.328,i,-0.464178,1.950117,0
60508.3391,z,0.23726,2.496384,0
60508.3502,Y,-9.538176,5.97732,0
60520.4204,r,2.417106,1.101693,0
60520.4281,g,0.931473,1.292507,0
60520.4357,i,-0.456276,2.262268,0
