objid,objclass,timetaken,a_u,b_u,t0_u,tfall_u,trise_u,t1_u,c_u,a_g,b_g,t0_g,tfall_g,trise_g,t1_g,c_g,a_r,b_r,t0_r,tfall_r,trise_r,t1_r,c_r,a_i,b_i,t0_i,tfall_i,trise_i,t1_i,c_i,a_z,b_z,t0_z,tfall_z,trise_z,t1_z,c_z,a_Y,b_Y,t0_Y,tfall_Y,trise_Y,t1_Y,c_Y
290499,SNIax,0.28782467047373456,2.3382236915242705,-1.3149047204744804,0.5246523411581245,10.077097269298957,0.3490850222129943,2.34119945246267,0.960574668772309,5.511246273892084,-0.05610592170896981,16.060067571996587,7.26258655721709,2.5707522256455064,22.1167311967076,2.07618326206963,6.605810943175951,-2.5251750811953895,78.89644490076793,5.184871524813217,1.3573187868256582,84.64785760821503,0.12166568452492728,0.0010000008462264954,797.186518137183,2.4386590960374814,10.017407435746742,0.11830297940343303,21.337896852565063,-4.248930732143356,30.47802184293435,-0.013994167018892808,29.92137587281703,7.558876489179117,0.3915304198705943,40.28843387129663,0.27835207214878377,0.0010000000203918755,-170.99899298666926,52.3184084804707,10.555104492331939,5.154060940650501,48.40257922075818,9.101835668808945
281580,SNIax,0.12133439381917317,8.648625099647864,4.492862100467431,4.448209339734784,44.76735069697874,1.0269231381733588,3.3646470137961306,-7.298510533530801,2.131682992041901,5.4621616183570465,121.86693978489232,5.641870312456792,3.0568445395108332,78.35669578912831,-0.04376917937416051,229.84091093292508,0.00016183696284443529,-2.417075559955813,81.15335263204754,0.061160628341690684,-42.3185429181965,-285.56932648421713,5.792251456793972,-0.00022833215118149612,19.850791577365626,41.50544469896027,0.11266307488355268,-42.31859999999865,0.98238642883921,0.5886239964868604,0.0031803771620631653,16.52290977352753,14501.860260070822,0.5538408057566391,60.89574264826503,-1.4014558802832842,170.20583139881555,-0.0037437022569243913,26.29916345628279,1.4199632292542577,1.0117685846632718,10.233691782309073,1.1701972402963825
201455,TDE,0.21210352579752603,17.21180544179659,-8.384866726622047e-05,-0.23989341019319793,35.087360706322215,0.220671636894832,94.15984327934923,-4.962755065194064,5.407277288219045,-0.4610673675898769,74.81345191886575,2.595982502692249,0.5194660712697884,75.28523741961288,-0.06867702992865743,69.4119491835665,-0.0007421904301059756,77.0053087354815,0.28377218193847514,0.2638321065196961,110.01495277234449,0.1844018362335682,10.422106268414167,-0.01349558744433579,-13.326287238964266,13.10120097447575,0.27362867401077423,10.009375456349032,-0.4446472397250634,472.3321648143314,-0.00696577574736592,4.909382359052255,8.552002553012239,0.4534438145647066,18.056059744113,3.3860520698428704,22.88439287307416,-0.00041685750313816565,116.69834999999146,53441.94483386459,207.73688764052855,25.884071607405463,-8.163396486763377
168597,AGN,0.2924899657567342,0.06965437426285664,1.3181574690657631,92.74143293638838,2.9155652176496085,2.632005106306171,42.544300597260296,-1.2322854170427122,0.6412917215418222,0.006388240982703357,21.47184194183773,2291.446981237844,2.8703587755662237,60.31758159523947,1.2214214493264903,83.28889984196913,-0.030002551492033097,70.40007182682919,0.2882378073217848,0.2653268423828799,62.92920852355034,3.847915331491409,19.881740779712676,-0.16228956580861753,71.54051346640759,2.4068049794288915,0.5291892941364905,74.38319580646223,2.6655290528479583,41.0649376044736,-0.8063749217000625,50.11847572410501,2.7711419514030324,0.6558867613516239,56.615538959274176,5.048672481590462,1.1034368862129809,0.7427192289928902,17.975739403724372,10.367013701915148,0.7152999658231644,34.69821880238037,-1.6997762800774472
254624,SNIa,0.21848809719085693,0.06614185756208954,0.9561256536379718,60.35300667033662,0.08565363711390478,0.0851191963827799,52.60713955141672,-1.0400555495031663,1.4716631438044812,0.005689450153983151,73.50046286107131,0.10409977104867742,0.10375098892497078,60.69913074589511,-1.5105180651139851,9446.348128854643,9.903508859773138e-05,-28.17867143408842,92.39607010523432,29.202623569942492,-8.377691759153652,-5072.844215024049,23.198009445460656,-0.0007271462971739113,-0.7460670772153501,28.68169271573719,0.35161684242726043,15.998642063422606,1.5842869696761612,71.40901166166478,0.0014585024635425136,22.633992105992135,23.784805246713987,8.738123380671952,37.53097016317013,-21.724422870632228,26.481467998045126,0.03681816960029555,14.942165213318772,11.64876653934089,2.5423399348454234,35.5165934640263,-5.382911179708631
163658,SNIa-91bg,0.1899788777033488,3.38485668307258,15.758345222122168,3.28307376073373,5.26669756675396,0.08596349903147822,3.937183713975563,-0.7631435989562474,198.873916151789,0.1302688089490063,113.85436708903377,5.1118695646861925,3.0557340224844243,75.81546447499392,-0.5247086644576486,19.893133769593373,0.5392851835630964,54.44336223434689,3.77076283424313,0.23223918775547603,59.01323164577238,-1.8014997379394349,624.6427959205013,0.07923880298186166,92.89875925686361,1.6704647011352096,1.2536891936898165,78.59672414211133,-1.3387339959031022,97.10040630125427,0.25733741545529204,73.32971304653256,1.6890907815553649,1.0505760453482769,72.97552293860593,0.07713063855454946,163.3531078950221,0.9515249223047404,70.13858335229943,1.8745282337030051,0.8438812556564548,72.5469871262661,-5.215825328783022
126742,SNIax,0.4401082197825114,7.432433639880649,-3.443078034466616,41.32206768170326,13.206862186302647,2.9553776949630337,62.7774646882837,1.5231411702671782,0.005168165737720559,5333.818583514047,47.3601404423,2.9753678943751134,1.1194834297710416,59.30426585390696,-1.2850842695880933,1.6550084907508038,1.7781528366374633,50.60578126344438,3.961616863812592,1.627808877915386,60.01379229941517,-1.5326524350550548,6.0549938047747975,-0.06723532892707637,44.6989205023734,9.5616875022218,5.289864421151434,43.43871098800955,18.0054762586765,0.047183258344355654,-6.091714849787858,50.64676628504352,8.830904057056157,5.376466799458006,44.65216541404096,15.741178023385718,19.666111756279587,-0.18457940804950262,31.385080849594523,3.4822810692150687,0.6346319686750466,33.28936197830642,-3.5255207469890086
148637,SNIa-91bg,0.22402596473693848,1.4594836081545208,0.12385119448370009,2.9935480379020176,0.004229922786269676,0.004221623387887309,5.995950000004085,-1.7872327864609834,78.1878579351018,0.00012573872302222436,-8.6861159551395,91.00834191678162,0.5920208354348458,-42.31858119932736,-85.01101741888259,0.0024302713405789113,-8.834342786703157,-42.294815993910895,29.30863602932465,1.7784948882499185,25.094306439038583,1.2011553489114772,5.295837317738708,5.455535361313728,65.36961349136666,2.424407033916902,0.23427170206854653,99.3322184762533,-0.8263126032772997,12.206445313964688,0.02046553856798306,2.439555775018684,10.576238483400125,0.13786189601593563,24.49077217261565,-0.9477085494838725,25.016786953806513,-0.013866284824388536,19.341119077581247,5.228388141782867,2.0951188485004164,23.355289821103717,0.15312687735647845
177469,SNIax,0.2947990894317627,35.87217958827702,0.0013635883934989903,62.0420586376062,0.08820683848937047,0.08796194322063558,62.053879659161595,-32.433963370317514,0.10878812870682573,1.1707925688789655,45.586449186214416,8.75166434361743,2.8104201864521148,51.695550427060475,-1.9587779237380543,2.2430177694550006,4.106273849853748,13.638673354210894,3.5409822253230816,1.048375755920599,27.95922580077827,-0.4023851912148752,13.285121969652081,-0.007204595693377199,59.333330085372964,0.08431328390217628,0.08267505911494206,67.86340393368128,-0.3297368823446239,557.2059472302382,-0.02140808835111381,40.14365728426763,3.664470156897143,1.0832807883769229,50.74587005110588,0.39369468855006934,8.098412292658708,-0.14665446873087934,67.81281966972865,3746.080638490082,3.5555724681194962,72.26017299441762,3.426245263425179
232342,SNII,0.4842538833618164,0.030649944361091606,225.82682517565226,-1.9986500000013618,2.2848348888918046,2.284834888891804,1.3493910230031287,-2.570631510952199,11.858922558996817,-0.2402007360339613,28.715817880606778,0.9474302333410128,0.28288566208988614,28.299969975628102,-0.23121745746243316,20.249422845750708,-0.0887358893150585,50.84569395313486,0.9749788234728314,0.6650114086472914,47.64993107856649,-1.2072863378736283,46.22424585981825,-0.09442511131582154,32.649666375026754,5.219815065970312,0.16781875260378948,49.87408834518685,0.8002285682731037,22.208326740694556,0.0007601646332512297,0.7181984358710413,41.746990605802125,0.1851425802878283,6.341221291909217,-16.28981362732834,22.028909351175166,-0.12519109737410847,54.88648500779607,0.9265426831815149,0.5880805374300044,56.1659399365255,1.4386580012985837
207132,SNIax,0.26515404383341473,0.0013626224860990854,-8052.249228553832,6.88619820719935,5.195146485696142,0.7920578543923467,25.73444883230558,1.2422449040686947,0.001000000283231665,218.25383684828847,57.97187954224552,5.192878957306315,2.0290199148947217,63.29966155132645,-0.40570712566114014,3.160729912558242,0.015461513312950882,55.64456454001625,4848003.937184844,5.224025897529957,72.17253489381595,-0.2686762189093325,12.636082537362245,0.031222345025855566,51.69817189493847,6.77624077479059,2.098198691060719,52.77835338213901,-0.47435303764233083,18.928555463003335,0.045815261363864296,56.97809799693503,6.307378037990515,2.0728621047291487,60.3216186104534,-1.264363492038735,0.0010000001412895482,341.6987938326139,57.3328229024185,19.239520723427606,2.332605890422138,66.82196604699536,2.3086327238786892
74982,TDE,0.3809216022491455,14.484120433042092,-3.5702163232346735,3.227505090735866,2.7821695539259914,0.05828831307464182,4.4616459968175,-0.9124194445530781,0.001000016459886267,-70.67587929277656,26.289364560107373,8.68399631450167,3.2284260595990615,31.463319209065673,1.064919445625632,4.317019651558171,-0.3588904339206096,32.73084766638072,0.91465782716102,0.7276861093072089,27.22297204952348,-0.00012353729325222993,10.038250867592419,-0.003986362827949976,27.07628225669187,0.03826751455063843,0.03815061653374886,10.357876664098654,0.595391740707627,15.546391429060304,-0.4013702166065506,9.096331737980575,2.7969464001007474,0.46823237616556096,10.158973117045097,-0.009302497004869643,29.66139280932981,-0.13521347793880936,51.096058830552295,3.832330394852945,1.169024154270758,56.759527604678944,4.746860609504805
209780,AGN,0.44969364007314044,0.02449460987834475,-4.246043956351661,61.40010189378305,2.3319531662100568,2.1399534948576067,42.92156209846578,10.775879307422253,10.111691330483252,0.12307617165000401,44.330592646990254,5.085037353295673,1.920243406757046,45.20299702223354,-6.612987197243397,0.04969374174938992,26.75522599806764,48.34582758744555,5.175928270027226,2.273118377495272,48.52519139167339,-9.108619507328468,0.04376612984468119,31.483263257026238,51.93889069987302,4.728771383995132,2.5331853770341226,49.92990848295363,-12.122532876689005,23.649990697926818,-0.0004532790411868823,59.56563577442542,0.08441574822936491,0.08421184149899748,90.34066825584875,-0.515489305655196,0.0219993833250021,174.22866928144842,44.71047297542367,4.6334791895463345,0.31350530869705157,48.95547326026969,-11.00552018911527
145074,SNIa,0.23873313268025717,0.0015573671576789784,621.9114660085664,-0.015747093457771536,6.728540389956966,0.05333565094383458,3.09402728764287,-2.2529977877479825,7.039108520939317,2.215614753244468,75.32716897208446,0.6884267134424296,0.3390054232480575,74.91101917170433,-0.005458704991573106,0.0010000026725732656,7904.737067872499,43.60488436805234,1.829814892346036,1.3227350110698943,30.90330677190859,0.03630750621677355,9.61421842716366,0.5048380635888082,78.47130297612956,0.40893940041579485,0.14501305845300494,74.02075660484041,0.9042057531577802,13.475509985709515,-0.0002039443830154862,77.23623266308068,0.13927837721850211,0.1392783772185021,40.0286350994639,-11.167581212119154,39.3379782144651,-0.011864574490574662,61.12705351758229,0.08698537697066537,0.08612889072111138,50.613739750990646,1.7498851782869265
273648,AGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
