objid,objclass,timetaken,a_u,b_u,t0_u,tfall_u,trise_u,a_g,b_g,t0_g,tfall_g,trise_g,a_r,b_r,t0_r,tfall_r,trise_r,a_i,b_i,t0_i,tfall_i,trise_i,a_z,b_z,t0_z,tfall_z,trise_z,a_Y,b_Y,t0_Y,tfall_Y,trise_Y
290499,SNIax,0.0442579984664917,16.40891075701095,-3.0749543913330806,2.9048811194502875,0.06076460281470269,-0.05685274758505198,1060.6539529229992,0.07059282472782491,27.4768020605322,0.2071776719676956,-0.17994131399895047,6.027252533325324,-0.5119438284062,84.69845740646733,40.034935777565806,-0.5933668716941338,-13.257491630094801,-0.18380615216353205,19.579964031057884,0.32645699503083675,-0.02919299949518836,16.651143293522537,-11.869713276582633,1.9883941787076331,96.2214845798317,-9.018535012807261e-06,7.190803289056978,-2.095920102351346,59.05050124050333,0.7706710486059257,-0.773124072789247
281580,SNIax,0.02887550989786784,4.658746751837034,-1.0661895228596543,3.970435420039823,40.15354066350354,-0.028524722657783576,2.855119641167487,-0.8584111517222688,57.563812556701556,227.25531782397235,-10.603302569682308,-5.070288035533637,3.43372063899566,1.9509099593316546,95.07022091668156,-0.07451539829878037,-3.2469358743707883,1.2119263905110855,31.590077539914656,4111.143265170101,-0.12620311624508587,22.14387158926201,-0.5879036794874263,-17.016453924525937,19.183449536279724,-876.1174605241497,-11.973526029088465,7.369627712701122,26.80769317447272,45.15313327069249,-0.08809696440899446
201455,TDE,0.014063119888305664,21.58432809309644,-1.3538472730394184,4.017151103275983,0.18173844841442527,-0.04447134629986963,-3.7230061920880737,0.2845730006664412,76.66417593583101,40.0925543203788,-0.051652951250437465,4.041255136567473,-0.4989373749999309,74.54118656691855,3.5401378030887107,-0.02407500100623925,5.2176007744663755,-1.9433477219520519,0.9922735168657969,5.376764386006258,-0.017771268653008113,-12.191977984873404,2.1392046938433604,32.910032570517174,33.86991516136388,-8.235267776677313e-05,15.399652746944316,-8.816724969213395,60.60091635404434,0.19984173431933128,-0.19927267976935262
168597,AGN,0.009369373321533203,11.173022691755715,3.392334604508233,61.85906825305095,0.08727510322870546,-0.08237100565293921,7.128043098029186,1.5961828360628079,18.5989234718087,16.148488677356113,-0.39425465175665336,3.0628344574183917,1.4064142105043993,24.52511415940748,112.22436736178012,-0.15746085037671792,9.379217788341476,2.464877125,74.75984141963198,40.15143333511723,-0.07193603707645652,-6.740593954960971,4.733727646357848,58.82041892908705,17.598970922779696,-0.000291327026502197,13.950553941924069,-1.279302214294569,20.019500593091355,66.72625140690995,-0.33962268733966694
254624,SNIa,0.0220258633295695,-13.255886857216762,1.396941909715558,50.14639083446025,3.4465987025707006,-2.0207753772133636,43.08855827919147,-43.09428002259871,75.47989448447532,0.21303240760309952,-0.21304126729780073,840.6264862457459,0.9981651366326054,20.68959785415678,1.1571843517980889,-0.8828214731966357,40.67791818216405,-2.9001458755087772,-0.8619544370658853,24.15306103998966,-6.530590215883167,59.200696945638036,2.342132734946142,16.537499771456723,10.686877073518746,-5.815346121549014,318062.8887623782,5.313124523043481,17.272795500479607,1.0814811987286779,-0.6176426049924195
163658,SNIa-91bg,0.010441462198893229,-4.666070374896697,2.651633849494036,0.9126994847633992,4.225648809683624,-2.3466358158599807e-08,13.22873719695632,-2.0100138165881622,47.36452307249029,20.980058431753438,-5.675076164616112,33.24706957916206,-1.3594699958112608,71.29310543180054,4.966477709690798,-3.4690028158779067,87.24218279300524,-2.050170141196355,71.15968315227508,8.484915681981764,-4.5943905835237215,101.47681974203796,-0.1268932702384768,62.08138483516755,22.232037420974926,-2.8442736005071114,116.33152279624426,-5.255903118366845,61.27625067496503,36.52751688522977,-1.4673125367453104
126742,SNIax,0.0071061452229817705,9.548541883092033,-1.7989248000016458,62.72061331143363,40.038271482018615,-1.9524931556553082,7.651900207952128,-1.8634150974019579,30.12294313088874,20.71888993835372,-0.14513728298858825,4.264640673962451,-2.0917497393561515,29.97769205646695,49.90268806844364,-0.04020817145229211,6.546672870786416,-0.5187263370093733,32.686692170542244,1.1879772345104547,-0.02804120238672319,-7.762418924960127,1.5347751205839024,39.14080325065156,38.236867667459215,-0.14300015254977513,11.368693777870947,-3.682469462385461,32.9099740440385,5.8499610052907345,-1.2714783444570825e-06
148637,SNIa-91bg,0.012295126914978027,-7.515406860357882,0.7397140000042202,4.0165931942092845,40.257442462016385,-0.03945498914263933,5.566643193622147,-0.21199942625514437,-10.231972783373367,12.89068315975462,-0.35240341274457543,5.225673220360861,-1.2044503493834822,16.96735730388679,31.280748364311343,-0.08737968793839254,201.1274005229015,-0.9821717948383444,74.29204518554934,2.328146636238186,-1.1618211225205206,10.129345066694876,-3.0440309783003303,1.988288270916886,41.35616325021607,-0.00011298120176236815,46.001224985026795,-0.30661072135262535,19.826925433243307,3.2149572698823263,-0.8159930900522144
177469,SNIax,0.011020938555399576,-3.039778476769315,1.4254404685133013,58.74655367828709,0.08281725654143438,-0.08278150987826037,5.025410528531745,-2.168973901331602,0.6770893341527993,62.6786265641963,-0.02662906569358528,7.068229707636842,-0.5757510846682514,0.3150800132455021,7.059970153038151,-0.16185938841329003,8.036023375479306,-0.7959789646815354,56.504239857839686,5.692461137661355,-0.15152154481680996,-1.9091368180556196,0.9543837708641127,56.089435927984304,77.76167022689333,-0.011903970454596374,15.514627510725202,-0.8463537202479134,70.48904882146655,3.631420064880799,-0.4588608083143604
232342,SNII,0.010448296864827475,4.204878842874232,-1.0773179922371379,4.0025061721955035,40.52424878077015,-0.0379169404706806,-3.5311741775075816,1.2671904107729866,31.68841606700717,35.55414921354571,-0.10457520999070893,8.981482407816124,-1.4096708494377466,52.2369766490218,0.16107970728855786,-0.15640026512719782,3.2599810815416044,-0.4683477628932598,45.22245520212118,5.182002368830507,-0.027855031371400107,-27.20741835500602,0.8174496212270858,0.6547801428529054,-1.3383970167718342,0.004036000992724893,9.902160292245718,1.240301329544586,54.531366577896556,1.8606378695855887,-0.006362969122428444
