objid,objclass,timetaken,A_u,t0_u,gamma_u,beta_u,t_rise_u,t_fall_u,A_g,t0_g,gamma_g,beta_g,t_rise_g,t_fall_g,A_r,t0_r,gamma_r,beta_r,t_rise_r,t_fall_r,A_i,t0_i,gamma_i,beta_i,t_rise_i,t_fall_i,A_z,t0_z,gamma_z,beta_z,t_rise_z,t_fall_z,A_Y,t0_Y,gamma_Y,beta_Y,t_rise_Y,t_fall_Y
290499,SNIax,0.04077005386352539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281580,SNIax,0.18056602478027345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201455,TDE,0.10343003273010254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168597,AGN,0.17505029837290445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254624,SNIa,0.06011152267456055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163658,SNIa-91bg,0.057914932568868004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126742,SNIax,0.051152427991231285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148637,SNIa-91bg,0.04075460433959961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177469,SNIax,0.10054373741149902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232342,SNII,0.03974027633666992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207132,SNIax,0.04970685640970866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74982,TDE,0.10149788856506348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209780,AGN,0.0003529787063598633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145074,SNIa,0.07659133275349934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273648,AGN,0.0003886222839355469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117415,SNIbc,0.21276679039001464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289116,SNIax,0.10396003723144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146621,SNIbc,0.21043169498443604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,SNIbc,0.17499313354492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182671,SLSN-I,0.06779897212982178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175174,SLSN-I,0.12325493494669597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132352,SLSN-I,0.08506222565968831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282827,TDE,0.11442844072977702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172069,SNIax,0.0646174430847168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314242,SNIbc,0.12215728759765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222755,SLSN-I,0.13671278953552246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212416,SNIax,0.08527143796284993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237200,SNIa,0.12509942054748535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318874,SLSN-I,0.11108827590942383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254386,SLSN-I,0.05245061715443929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37718,SNIa,0.2468259334564209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260003,SNIa-91bg,0.02861456076304118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143138,SNIax,0.08144202232360839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157326,SNIbc,0.11213197708129882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338628,SNIax,0.05128399531046549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340860,SNIa,0.07188280423482259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113836,TDE,0.15233596165974936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266706,AGN,0.05340399742126465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205360,SNIbc,0.04587211608886719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58139,SLSN-I,0.08236416180928548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119137,SNII,0.14860901832580567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119605,SNIa-91bg,0.11960554122924805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86613,SNIax,0.13505749702453612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146937,AGN,0.0005091190338134766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
