objid,objclass,timetaken,a_u,beta_u,t0_u,gamma_u,t_fall_u,t_rise_u,a_g,beta_g,t0_g,gamma_g,t_fall_g,t_rise_g,a_r,beta_r,t0_r,gamma_r,t_fall_r,t_rise_r,a_i,beta_i,t0_i,gamma_i,t_fall_i,t_rise_i,a_z,beta_z,t0_z,gamma_z,t_fall_z,t_rise_z,a_Y,beta_Y,t0_Y,gamma_Y,t_fall_Y,t_rise_Y
87674,SNIa-91bg,0.027652621269226074,3.542851374939827,0.9998342201179159,505.9279068510868,13.637060058306412,6.42879906995898,1.183799523706377,2.3151020714422654,0.025512425925723236,590.0434418582133,29.429399794259876,5.858568753985718,5.911668298120821,2.401702757586695,0.022633339551009598,621.3504822680313,4.015575363945713,99.99999874083333,3.6527987118015033,2.4350963444626976,0.5197648215081079,-0.5107576984953137,1.0005527026853,55.76233614455646,25.41024855078098,5.964086866496197,2.4911464109121295e-14,772.3125225582506,31.49718360028385,96.95955022659756,97.15221456208414,15.797578840006496,0.0009488290155794725,776.5714116745243,46.07838508600185,94.27700040854913,78.63289741012386
72292,TDE,0.028535087903340656,20.825650084690373,0.0006957008448369771,-7.7299537126197615,40.651963642065766,66.61451410036234,12.075123870265436,20.34886274092419,0.2573910188605087,45.67049896511196,63.84383575424266,46.85774252214272,7.063746147207705,20.38296340849999,0.4632006550967489,53.19711323101374,71.38542638553771,13.795023805663654,9.53666242062425,18.590251050834365,0.5905235537785223,55.517298655768315,76.2080938615541,99.68959186158507,9.161322113858308,10.998908399700243,0.16786649338588103,48.76543959326503,62.42092000025761,99.99999999999999,8.15915151220423,20.485670128906666,0.3770212132198762,70.048426798906,25.602474804957687,15.599312005383679,1.72192726007364
180621,SNIa-91bg,0.2060490846633911,3.149944500936806,0.3278954276523301,-3.9863850652610244,5.877884904689572,35.79854614585107,49.949096015510705,4.6124318990112005,0.8641350142657287,449.30481027926606,27.28727033903609,99.99999999999999,1.0000000000006857,26.84321949299933,0.8375256967576522,448.23396402982127,20.077654207606898,99.99999999999999,2.5027812320602334,46.321662315558605,0.9560336898071895,449.0079393792961,34.666971852099486,1.0654949342743443,2.335936872443454,64.71319978975163,0.6377988777070107,449.41711214472366,26.844408136445704,67.51312777049175,2.769450009134563,74.88793154649484,0.843748590776131,449.10864725237275,44.66558034093389,15.899376409294385,2.396807653847594
293369,SNII,0.10725784301757812,7.621593396905184,0.0027200603514217856,387.0866692719548,28.767431008767694,84.38133103221902,18.78199841335996,16.52642239431734,0.6596761388685327,305.25226271351573,49.7908380763257,96.40320408698977,39.726961199203,13.622182830700494,0.04892782724414642,461.77096904473837,17.92043737804189,10.17278241276032,1.0000591034611717,8.346327112929956,0.737649625090294,305.0061110742187,50.03697410093088,95.62675833494751,41.30423897230863,7.544795100018741,0.5479295089990305,333.22161587189055,49.69479560583641,96.65117573942757,41.39467710397713,203.8337639999949,4.749665983073518e-09,596.8268748345032,99.99999999993128,10.053539333914546,39.54242977350535
45760,SNIbc,0.022894978523254395,1.2678141465398058,0.9999999999914975,225.53900019644723,31.810191020561817,71.7862687276113,3.9640372357589544,1.5660963779982024,0.5385414091038092,-185.78351694400394,4.987455511567402,13.901041587945683,1.583685656080256,6.524145944548543,0.5398410267536664,836.8315137889682,16.859419147830433,97.77519820157542,2.633072877087727,13.52234891520678,0.007436911541268055,498.8230963258397,51.01712247575855,99.99999999999999,5.749232011030857,28.60957199998896,3.3653865226552783e-06,867.6896825014475,98.8315756761074,98.82755116310611,16.74712601329672,26.93236033333334,6.77230327572216e-16,718.2606756070429,1.0000004519590073,1.000000015567152,80.25233554826694
281685,TDE,0.03774301211039225,4.316787516394964,0.7182131114426382,270.75739418900054,51.26100221286535,1.0006052906789829,99.75196713479001,12.980546735993727,2.063882541188923e-08,-92.6234743873093,99.99999999894153,48.00468673041768,99.9999999989546,27.996443998515698,7.57694052423624e-15,-168.46139371366377,99.99999997142511,56.37011856118678,99.99938827869444,8.003834657932925,0.009268545120645158,-0.468807151299809,12.339807078416788,37.72836340535502,52.98987165894179,25.25190625293718,0.00017198443451069622,707.5654612459969,1.0056090731410945,5.506695479751761,12.913184089342202,17.38231846845649,0.9931311498999276,5.0920703699731495,7.964348963937827,1.0000000000000002,2.3343732358000078
254624,SNIa,0.04417304197947184,1.9585300000002013,0.5250221473144216,99.9924402355304,31.75603601649951,3.2872753437825617,1.0000075339222152,4.248223263869543,0.007234066735814528,236.57124171174593,95.70571716969917,32.41424161687731,1.000000418180735,11.25761269763145,0.004711002378785088,0.9828998257971826,25.512284390075934,1.0039689150782345,1.9566778773648819,23.5400637901263,0.48667490015182147,-3.7384720735126784,27.095184862721595,16.478871433768667,2.46249621395047,38.51857392501118,0.07890864051312436,22.756383822558966,5.233716494799177,17.737931298786556,43.10533068958388,33.28112592345511,1.0013790703452872e-05,2.063702803041883,12.427413033345216,24.546978291693758,1.6208145402648995
222755,SLSN-I,0.03887494405110677,9.666971344248559,5.0156166330169955e-09,855.9029699319227,55.873250130155746,1.081683313351835,1.0000000000022289,5.136109901843989,0.5472251417061618,91.90540086988723,13.868418990025711,1.000010650742178,18.016140853625117,2.1226100165432746,0.9999999728102132,113.62335501577803,1.657270944524026,6.657269624732422,17.032038984248604,14.975790099921268,0.6366896849393158,82.25535150647208,97.05441414774933,54.21799596460039,27.340497744737192,10.95480375683744,2.4702902119231846e-09,61.78111995603481,99.99861319205036,1.000167990037001,8.932957090185159,16.899451567365674,0.34799039593343306,74.16508737088049,28.609014385068306,3.3275720081036004,11.555446363453854
74537,SNIax,0.0402685801188151,7.500419327006897,0.0012945879610380207,498.5443943875355,1.6008231656440413,1.020176365240232,2.328313057059759,11.355860479297672,0.8717836331191391,491.81979411873175,92.79950430978195,99.99999999999999,1.0000000000000002,18.348238657127343,0.06741654175510181,-14.559100500940815,20.60450088095326,11.34563247605931,54.99699725145473,37.642165216784974,4.3089881285971155e-11,8.919339038258183,1.0002206997752774,9.8335996781413,10.290476830932498,44.57430286895329,2.0752517544596876e-13,-137.24381624983994,99.99999930986141,41.08097052160515,99.99999999999906,22.316877319739778,1.5880565050211682e-07,4.835880793807403,1.2094248697183025,76.21981201533492,2.90567428522066
3373,SNIa-91bg,0.030544320742289226,7.454200611147889,0.8797787501099787,-0.9964464994221732,1.0000220297028728,99.99999980380842,99.99999961201644,1.198958401722142,0.9999999999849867,627.4125211613992,38.987903397251046,15.775228524200058,5.848866128462842,4.936387997002927,0.06721688441822025,309.4953520310231,93.30914784282548,30.398272115512768,37.84219708563321,26.592560890626586,0.18673396607281545,400.42733651070387,1.0090239370841105,25.91470716036476,1.000954469382737,30.912764592228953,0.031371808071815145,395.6443365233886,16.54588439411505,23.983047814843783,1.2369308347792334,36.93780599626256,9.773550672858119e-09,394.8152165745705,18.788464500092694,25.041326564388385,3.0250949281398007
220724,SNIax,0.03500827153523763,16.99359583375344,4.57486972661639e-11,100.73617861921895,99.99999998005137,53.16314790195446,6.723195558770897,10.143408245848889,0.15909391701716713,288.9792953685016,94.98880494611703,28.009375372645067,35.1776968513839,27.72025712175509,0.004368619962124309,371.13739784148095,12.830693694430307,23.918475522893885,2.5834531426630516,91.499204998248,0.6127836240004149,381.4588507083347,1.0000000000000002,33.483951742963214,2.541772762370538,77.84828960446188,0.008480463959852242,138.68777874466713,94.68054949903134,91.49235286117029,4.649656183713721,36.37758952295477,0.06571392096077637,197.59328270907304,88.08706508169404,99.9999999999997,13.857528851938346
289333,SNII,0.03740755716959635,11.839182087146268,0.8525234888829978,265.4885971027909,33.77449379652791,99.82861081902192,22.662391957802942,8.969940203730447,0.4875625916666552,377.2006987690725,37.51328519614,99.31760902532935,51.301012461465376,14.274333669415016,0.19378408190026722,478.12317017544996,20.487830580397503,93.67270827227,1.0000000000000007,13.884117401086607,1.0118374781739143e-09,483.17055862782627,15.44040314424176,66.0756964742809,3.680023582136341,6.3553976491034385,0.6614800491339683,370.3633390865871,44.35518005906388,98.2631621043021,36.59660264799716,20.76405296218429,2.7396985283536333e-09,485.0263490379294,89.46799719416767,6.353926854828487,3.029410355878121
86613,SNIax,0.030623714129130047,1.4744196493256343,0.25493327492661294,634.2433261061989,47.78716502421932,23.690302179548965,24.240823918581935,4.397252999833549,0.9024671468138633,72.72258141986421,10.933720001196226,6.430424225342402,3.75445441230016,5.131770257306969,0.7240070607337962,61.3718535682881,22.28443438421245,50.219903317870234,1.6749766539207394,17.398361654153305,0.8944078509271381,74.09045955268778,13.155918234481003,90.7402746933155,3.2500101331229594,26.138716850474633,0.047466840248771534,667.0745406623552,15.8454722916682,8.693030921273898,1.067497858831791,7.612206000000001,0.40723214787546913,80.24116481727367,99.99999999999999,99.99999999999999,10.041453799031002
146387,SNIbc,0.03840029239654541,4.861388293908617,0.46830717005586114,270.23347952327293,99.99999999077046,19.243074248648455,99.9999999978356,2.671357558425572,0.4693992949146965,478.28007480524286,1.0015571372800176,6.18701405508724,3.0345261565116672,7.623838990636337,3.9167381051242686e-09,29.989317974151188,1.9385752765759976,15.303635375244117,1.0221528819888266,21.097607206770014,0.4904676728963153,42.05288411737652,3.547379558272268,28.82788960951374,5.125645271097052,10.375278627220366,0.0005868294913096436,12.522391672795928,35.3618081980418,44.79419602094424,46.01193831046697,9.431567893294984,0.6716403181000911,31.06597894313017,76.75191515627728,63.51071959535182,1.000000201530387
