objid,objclass,timetaken,a_u,b_u,t0_u,tfall_u,trise_u,t1_u,c_u,a_g,b_g,t0_g,tfall_g,trise_g,t1_g,c_g,a_r,b_r,t0_r,tfall_r,trise_r,t1_r,c_r,a_i,b_i,t0_i,tfall_i,trise_i,t1_i,c_i,a_z,b_z,t0_z,tfall_z,trise_z,t1_z,c_z,a_Y,b_Y,t0_Y,tfall_Y,trise_Y,t1_Y,c_Y
87674,SNIa-91bg,0.17737460136413574,9.240592745616258,5.894304513208726,697.9183921176614,3.238711668097561,0.8528449064226498,707.1024011418898,-0.714320802960531,27.848165968583434,-0.0003286387761415871,823.836720129996,7.617774730832768,0.584040479439895,778.1297503428798,-0.09892666680065217,8.598904671276014,0.004608891881888513,824.181082330017,1.178064550922238,0.3342204981139153,809.8488758220444,-0.12071054972120986,28.41260696956666,-0.08164421275856472,25.643131941211394,3.080677141932546,1.2003835954290991,30.48972803853165,0.49489943323635344,2.704249056734781,0.0060299365637954214,797.0189352966056,43.6167495357892,0.1816803357309413,829.0261777334498,0.07263170353006106,42.747563902097184,0.022443152887033392,804.1208492000565,6.759920599272884,0.2529482453535999,807.2815234122763,0.5039915632157999
72292,TDE,0.05298499266306559,24.396302562058253,0.0054875477629838946,80.48031816310873,4.211625398239606,3.4992320256923284,69.51876367347613,0.04250284291679301,11.369998889362517,0.0029759169862205673,40.2159757393536,25.615423398792903,4.118216301491018,33.3852971384144,0.10395260047080082,7.096411427405229,0.008163062054947306,37.192882020126696,22.662407269583213,0.9282127228067947,38.299819035435874,-0.03966229376724904,22.191049671085285,0.008391253109243293,90.75891604871981,10.322598710309931,5.179261832996749,90.90446470250379,-0.20361939899014236,0.0010000069229832605,-16.211809175763854,786.2443385944115,24.340731800434206,10.928440400973027,787.5439241301294,4.3108171991637425,36.615222272204136,0.12572173400397132,80.83358150061534,3.986031184290137,1.4394237718678715,84.71827760459,0.5061808992496352
180621,SNIa-91bg,0.2540544668833415,0.0010000000501531004,659.3935990703598,8.235570273021143,3.330723842628198,3.3307238426281973,2.001823219643504,0.09334334128901796,0.0020514424502482117,231.9509349644562,457.23784161363363,3.93795951386313,1.5818742025585788,460.01592334842826,0.03345201788676529,6.831494388198501,0.007027033180300145,450.3487170844436,36.707863138276416,2.5298446540068342,473.89127700826674,0.060294480710677265,36.39279004117982,0.06990430090153617,459.14088626411865,4.408667968231656,1.9159107175027474,461.5543695189315,0.3078115340411369,0.05208392383485957,4.8645928509666945,447.2459634165762,9.970011241989242,3.0375650948364457,433.728727519528,0.006190766101795825,263.8289749482899,-3.771207201274225e-06,449.6537564410311,58.1483444355087,2.519851220618046,19.516669332199115,0.7552489977323588
293369,SNII,0.14976986249287924,7.704891029838268,0.16482958877207435,421.304512992766,18.929099539283044,1.3075650395231768,444.0625343876042,0.06506508480153879,58.567854721734015,8.556860130933082,460.68037025651694,2.1430372481520297,0.2842053678488634,467.87540372296905,0.10021569443050941,22.51745400721396,0.24063281457168392,467.88850268760245,3.0810294805963623,0.5453118503651055,469.9158344002945,-0.09840555826163375,229.6409850899273,-9.701952023306056e-06,466.584404912718,14.77935656037337,6.191953204607788,775.6187234600268,0.1801290754858714,5.728045982638325,0.024476904936418298,470.7297622990784,4.051458101818334,2.8766004619279744,456.8007855253267,-0.2515668033054035,7.971750931805715,-0.01641591958603993,774.9073550146695,14.605539789324228,3.5716869772625772,786.0883710055097,2.4104048894602106
45760,SNIbc,0.18747893969217935,6.304803922201368,-0.0895670463108863,409.54213594685496,3.111712093187726,0.9495770115906486,413.5530904259144,0.02639662757000167,7.0271639701168995,-0.032060402093179355,807.0455104490444,1.1563923949783137,0.9510489083996932,801.2212211326838,0.020427202456872028,3.1487760002460643,0.19532482796306355,826.0913790221449,5.955475547348765,0.1698917712635225,831.6167193794951,0.005609930891912127,1.6867826249038618,0.17551788264281012,835.7710471745465,12.135574453203995,1.14739989822108,841.9635800465309,-0.19075931335815074,0.015214687440720494,11.882292727852324,835.1121231344163,27.123059970224237,1.1913250710481504,843.4781356325607,0.04607997511960309,2030.7693849626285,-0.06946159497583142,799.2580196993273,1.1559161366451958,0.7773717466855641,800.5904610536228,0.827805665562312
281685,TDE,0.047191778818766274,4.914160501383247,-9.030702061125033e-06,236.98746296932475,47.03646605768191,47.03645457960092,-201.1900366316444,0.08932458436409932,15.667454092985274,0.0019854311363362827,4.596723381373558,19.252576872007698,4.654200499040516,18.862706866915044,0.062350322978295826,3.0965195528449656,0.002841196552749606,67.73408503553343,18.116519795104587,12.506624795527575,64.21214534012046,-0.28696107042064384,8.223882785613204,0.00021973555487249545,4.958872203584402,28.196469025753615,8.028628712929613,26.479450360754925,0.03164872626910209,118.84717270076966,-0.03544867262898222,749.9638555167642,2.721763232942435,0.07630698057527328,754.2682430431753,0.6697194038049105,45.55454372523532,-0.012145163106936897,46.51697542429351,7.615098633795494,1.4742149165172147,56.174061180636855,1.0326368851818093
254624,SNIa,0.22957762082417807,108.15191276084167,-0.003672471326553295,86.05273535983147,1.4968694625905412,0.07219080673815206,70.95048751199943,0.2713964234658437,0.021265518167857694,1.3989624107533531,409.9321992606091,0.6698340858080007,0.6464946212433855,389.4046129637128,0.04411304326080858,17.256548457314192,0.001955289732279536,21.639173406872857,1.1600821454511678,0.9355720540989921,-101.68274245258344,0.0795260584351238,0.0010000051768687488,15.331348962473694,80.01023575984492,12.339189896451465,10.335768518280899,66.1171043173728,-0.32154395542103414,29.42272590067367,0.0025619795099441037,21.993981145230673,13.585911666399404,5.816595084333356,40.680623430079,0.5121709659016602,0.03014457937194523,50.24540472132247,13.353762382383994,9.483423528586545,1.8989258493915058,36.04814656851556,0.1798912008265525
222755,SLSN-I,0.09866861502329509,6.405276254220262,1.3716485525709459,855.5075083575161,2.420827986170776,0.08883740024098147,919.9538807205457,-0.43109130646733923,0.009099711392707923,7.919870100463431,80.14058706956487,19.557222855815482,2.208328366127781,94.65213667288359,0.01847017157731398,7.873045667835051,0.006170063019228479,105.8275444301479,0.31236282017175787,0.3051155703469791,105.44713559927045,-0.18441438983341726,0.6580029915887511,0.02013571270773454,1.4194664936300283,42.98406767673574,22.307852693856383,19.00420699509936,-0.09295494156447232,12.785308387497693,0.029867850347068816,87.47220340993772,6.372171667639477,3.3650279608239293,85.23392432597613,-0.4056423503977152,34.7579045392829,0.1338914413133776,105.26045259054368,0.1505855340115515,0.14278951583287725,101.30445612630888,0.6147312083295916
74537,SNIax,0.21333599090576172,17.475964587939927,-0.026527634036605283,857.6973491062173,1.2305289135823605,1.0642805063214846,859.3621441884549,0.1593388113184524,33.32036799642469,-0.0007503221521530771,841.3400577401688,1.2018895205819378,0.8880286000365781,808.1455180144899,-0.06668248939882071,29.821187728081412,-0.0015918416805707422,31.529228242734508,1.7905659197015635,1.6883955916806836,5.307283174437637,0.06563396191032372,1.3366677948330077,0.7044074553352797,28.00203218331678,2.4574737750195705,1.803979900490308,26.79723557403167,0.19686649342271278,16.250309290599198,0.0001270316424365238,-239.38322669568547,157.10802901910344,2.8340036185643567,163.50428989601454,-1.61359821311944,34.88193909684919,0.0034447475690153498,14.211378924337037,21.767674523080387,3.2809655591408338,38.734434455095894,-2.4480983246595485
3373,SNIa-91bg,0.0983904202779134,0.10127742197613457,0.03395378623358418,1.9848181359301331,61.611267736023265,0.05381760428157703,33.57289520302763,-0.5830267584004528,6.505758049317668,0.006358081856491022,873.7549041402846,2.004501984781514,0.6374776323849825,874.5224770643161,-0.1203376910255774,0.0010000000000000002,5.64034349955263,375.94992086610944,60.375957357207895,0.7197919823696594,448.51923437411165,-0.1824499053989044,18.63883831929983,0.0019146046424855705,404.5895145186018,19.258710158060946,4.517276084402701,428.7366311634476,-0.13945330107763362,14.992391009072941,0.0012382200418498556,402.1225538021183,43.41551440313522,3.6528985070310536,450.5300118764836,-0.4865695925701265,18.85208378087753,0.000615691463464078,401.40997796034316,57.50919591438372,6.133603892127397,467.964520157006,-1.9849169129418818
