objid,objclass,timetaken,A_u,t0_u,gamma_u,beta_u,t_fall_u,r_u,A_g,t0_g,gamma_g,beta_g,t_fall_g,r_g,A_r,t0_r,gamma_r,beta_r,t_fall_r,r_r,A_i,t0_i,gamma_i,beta_i,t_fall_i,r_i,A_z,t0_z,gamma_z,beta_z,t_fall_z,r_z,A_Y,t0_Y,gamma_Y,beta_Y,t_fall_Y,r_Y
87674,SNIa-91bg,0.04658536116282145,2.1715558186253463,899.2187219342062,74.83447309471272,0.391865733563123,150.34813007945183,322.88372099938636,5.675382977900531,942.8412344809323,82.82171514438382,0.43036759899633226,33.309064519959946,178.53739271883003,2.2106474929467064,782.2887943856691,44.35489820800838,0.7509664655318655,7.112922460121103,22.617135992650446,7.579227540319874,-1.1051360532620793,1.0002556791993902,0.7275947820284147,43.01198601370784,1.165745070644078,25.17515550746837,797.4014510819911,12.888468302156289,0.9078477264436873,1758.9295697809027,2340.767070719841,27.85639094886384,803.8313203931524,21.869375762626554,0.43661724131383034,14.818911118224795,57.3632203649499
72292,TDE,0.02641145388285319,20.86026419126332,-7.174889754045482,39.58612107129268,1.4945187317161958e-10,67.19251528257483,5.86591721206149,20.479508865389658,45.78776691690105,63.37507975227256,0.26759252372848724,48.60085865646572,6.838278279817092,20.864413529251525,53.9117590607989,70.21772838097772,0.4894905855370759,14.884818550719581,1.525061046555871,14.04697330513475,47.89898845534088,75.96425291944855,0.19115071665652364,6.183399165394349,1.1097303209806235,3.565672246472928,359.75880351973194,1.0000006418861345,0.3641152971072164,470.1362031359063,6.72958101677432,10.732444729111855,103.80778630439997,1.0000006663099112,0.4016435572253484,62.72466544921032,5.244180138606422
180621,SNIa-91bg,0.10940587520599365,1081.621472980099,3.8979641524534605,1.0000000000000002,0.9770755319352529,13.321581139838564,108399.07300489397,4.087648026384253,440.9461821017312,40.77848029240278,0.933609198140126,2.7080354193860847,12.222016623757776,31.653271983223398,449.7082510832205,12.441244693540636,0.7235813951376343,19.806180609913977,7.077718721779313,57.553624463670474,450.65204731267704,11.271008297314197,0.4972717961194211,15.75878813536176,5.167505568979163,62.812428592286416,449.19705056307714,37.85415149387179,0.8506270155424532,5.695656559631737,2.154319392103766,2.8276984806558247,449.8779185271045,99.99669896467216,1.8278194721828195e-07,2.725537073894023,1.0309346797696015
293369,SNII,0.2704978783925374,198.2283043205816,419.06340925662323,20.835633274850252,0.9458440991758775,58.100735969530184,41.581127526540904,40.87614669497815,458.2824495877722,26.481603070445374,0.8561674689384398,21.75168697392717,63.04093695795551,13.230019740113573,460.6112490150209,55.86854990982046,0.3349450996171061,3.562942949008707,8.307345919010046,12.884278657225904,464.58320020719606,99.99999999941477,9.828865381702114e-17,63.73824182416645,24.169290600448512,31.08053377103533,471.9294097059621,1.0000004794598287,0.010397552238900026,4.739024077651466,1.000000000386377,4.47652793994567,843.5360015636288,54.861023006903245,0.9999999968395853,3.935498421399428,7.400322791792274
45760,SNIbc,0.1433859666188558,1.399829747311622,491.4659055204331,98.71627064028242,8.500806092632429e-33,96.17006852691259,3.0368805559403236,2.6109356953722327,850.4502409503781,1.0000000470298114,0.9999999999913608,16.384244815118283,4.069205787065887,6.518942582726062,836.82638005804,31.41787691236374,0.9999999794666333,6.3325840925947725,2.4047939787213943,7.879480546681169,837.5146534177837,24.516988804501718,1.5212571226540731e-16,6.077240176919276,1.0000022095952972,9231.933377887462,994.4441482905456,90.71303307542563,0.1756947907661091,19.564589091649136,1.0003454941722367,11.752772678042401,849.9053126981012,52.43768903007711,0.9989983605428325,14.260509883285943,18.271325633950458
281685,TDE,0.17756525675455728,3.098873718538919,41.41746669960127,1.0000000000000002,0.12725202227388838,93.65950388374901,3.0153163608035705,9.215517260060533,-90.64433089330342,99.99951704418771,9.162772632616716e-06,52.83235087396848,14.569841589000182,6.789633590549598,-82.77256773881514,88.75176488424587,4.386474072364504e-08,55.95527986105408,15.911921341985412,4.800031991193761,-9.434359154970657,22.99229545437619,2.8279592619489387e-28,41.41005528146416,7.000142739962969,0.7768080967837241,738.1722482051589,1.0000018668767845,0.3364556648511722,969.06231932656,32.99560412237516,5.60966896453794,54.474696186120156,14.943643866516272,0.9998642773822364,5.202590800113031,11.80372470572485
254624,SNIa,0.20324933528900146,1.6273943198446945,103.97298079849772,84.10593373084629,0.9087777547926865,11.063608463489313,10.444585122747181,9.48076521325735,261.107289701206,64.06477202432063,0.44607950987843564,32.41110860484133,62.96756768127827,20.434814021942085,-7.539442860856214,1.000000000000001,0.3263392692431616,18.030923269800606,4.768351005503108,100.1829715103748,-5.161262773373977,1.0000028490421897,0.35810829188575216,16.48057413468691,4.109359827294102,22.64803182842028,-2.9852976426366165,26.66644097768587,1.1244149305477033e-12,21.577889893911536,9.119087419391455,44.00278438827389,-6.203798779073068,1.000000000000002,0.30553997250765735,40.71422591192796,7.924731417850306
222755,SLSN-I,0.12688239415486655,6.1472845131549265,855.328589357024,9.489140269756685,0.05086251055616961,1.2184878288309864,9.99093231122769,21.623632450199448,82.47294423617898,5.4546450524103385,0.8546281599920535,39.61327489265247,13.782665775413449,1.3548869330500224,114.52801403464983,1.0000000000000135,0.9737544437297561,22.71813665292293,1.3274083705355053,14.875205611977682,81.7464494640498,99.84536601713667,0.6332268467378395,53.74902016606085,1.9631828795781683,10.954676207826038,61.7810115083829,90.77357696586893,3.6782926865289267e-32,21.847988045561863,2.446046828237368,12.171418498043117,60.40372387954254,47.495665390616,0.4531573534000149,5.415676605427338,15.65395946928986
74537,SNIax,0.06206917762756348,10.499467527299053,854.7888297635234,18.473106584258236,0.04334506229218369,6.43258817840385,10.302927609610391,0.7743500538951336,805.2041403060919,36.11723004283529,6.046091982324953e-05,4.346450775956881,9.056558128927701,8.531938001622464,-5.263864684529014,24.054611321377042,4.009550885282248e-06,3.4905843226587017,1.0000000445405728,34.43171903304538,9.449276239387228,1.0000000020960023,0.010717167759315797,10.022984121261986,1.0000000058394074,16.01786375845982,-35.66058059828471,30.271192830203482,8.682869922120595e-19,44.391246075228445,13.31120787806005,21.110823120801168,5.2013787337164095,1.0033285599291948,2.795476547008934e-05,81.18377520693008,205.6323926144404
3373,SNIa-91bg,0.0931936502456665,0.727976894209323,28.981591337610904,1.2212168265073002,0.052745662045958736,154.9290027214598,2.5116646748557354,6.277988583437998,881.4401308537279,99.99894343173422,0.0013734239903299985,2.485639555284347,2.625183645736812,16.18698823201905,378.96262890379626,44.11338317547887,0.9740879409195357,2025.5657682193666,962.0950686134871,25.331631051231724,397.3663550458743,30.435143740797283,0.8089291089136584,57.72651077486236,19.828283844367903,43.94732571392462,399.70589146411345,34.99327242552816,0.8481033553918125,108.18226021244212,37.89076666423664,45.73163960409112,398.5801359663779,55.96121623796254,0.9064697601468976,80.57990447834365,37.095373098965155
